ds,Cid,item,units,y
22-02-2023,9544,cooking oil,Lt,222
22-02-2023,9682,cooking oil,Lt,145
22-02-2023,9682,cooking oil,Lt,151
22-02-2023,9693,cooking oil,Lt,219
22-02-2023,9704,cooking oil,Lt,205
22-02-2023,9706,cooking oil,Lt,182
22-02-2023,9815,cooking oil,Lt,225
22-02-2023,9853,cooking oil,Lt,176
22-02-2023,9859,cooking oil,Lt,204
22-02-2023,9915,cooking oil,Lt,193
22-02-2023,9936,cooking oil,Lt,173
22-02-2023,9982,cooking oil,Lt,191
22-02-2023,10064,cooking oil,Lt,233
22-02-2023,10082,cooking oil,Lt,204
22-02-2023,10110,cooking oil,Lt,204
22-02-2023,10132,cooking oil,Lt,135
22-02-2023,10253,cooking oil,Lt,177
22-02-2023,10254,cooking oil,Lt,180
22-02-2023,10296,cooking oil,Lt,209
22-02-2023,10296,cooking oil,Lt,124
22-02-2023,10329,cooking oil,Lt,190
22-02-2023,10338,cooking oil,Lt,161
22-02-2023,10342,cooking oil,Lt,194
22-02-2023,10448,cooking oil,Lt,234
22-02-2023,10457,cooking oil,Lt,205
22-02-2023,10485,cooking oil,Lt,153
22-02-2023,10607,cooking oil,Lt,134
23-02-2023,11,cooking oil,Lt,225
23-02-2023,12,cooking oil,Lt,232
23-02-2023,12,cooking oil,Lt,220
23-02-2023,16,cooking oil,Lt,226
23-02-2023,20,cooking oil,Lt,237
23-02-2023,20,cooking oil,Lt,177
23-02-2023,24,cooking oil,Lt,225
23-02-2023,24,cooking oil,Lt,145
23-02-2023,24,cooking oil,Lt,181
23-02-2023,24,cooking oil,Lt,183
23-02-2023,41,cooking oil,Lt,178
23-02-2023,46,cooking oil,Lt,175
23-02-2023,62,cooking oil,Lt,215
23-02-2023,74,cooking oil,Lt,155
23-02-2023,75,cooking oil,Lt,218
23-02-2023,79,cooking oil,Lt,241
23-02-2023,79,cooking oil,Lt,199
23-02-2023,89,cooking oil,Lt,160
23-02-2023,94,cooking oil,Lt,232
23-02-2023,201,cooking oil,Lt,239
23-02-2023,212,cooking oil,Lt,214
23-02-2023,218,cooking oil,Lt,223
23-02-2023,218,cooking oil,Lt,166
23-02-2023,229,cooking oil,Lt,248
23-02-2023,229,cooking oil,Lt,205
23-02-2023,229,cooking oil,Lt,205
23-02-2023,229,cooking oil,Lt,129
23-02-2023,229,cooking oil,Lt,124
23-02-2023,229,cooking oil,Lt,182
23-02-2023,229,cooking oil,Lt,218
23-02-2023,231,cooking oil,Lt,222
23-02-2023,234,cooking oil,Lt,185
23-02-2023,256,cooking oil,Lt,151
23-02-2023,275,cooking oil,Lt,200
23-02-2023,277,cooking oil,Lt,159
23-02-2023,286,cooking oil,Lt,146
23-02-2023,288,cooking oil,Lt,137
23-02-2023,298,cooking oil,Lt,134
23-02-2023,305,cooking oil,Lt,151
23-02-2023,362,cooking oil,Lt,142
23-02-2023,365,cooking oil,Lt,214
23-02-2023,389,cooking oil,Lt,221
23-02-2023,390,cooking oil,Lt,250
23-02-2023,429,cooking oil,Lt,139
23-02-2023,434,cooking oil,Lt,192
23-02-2023,434,cooking oil,Lt,168
23-02-2023,454,cooking oil,Lt,192
23-02-2023,455,cooking oil,Lt,207
23-02-2023,459,cooking oil,Lt,141
23-02-2023,461,cooking oil,Lt,170
23-02-2023,465,cooking oil,Lt,198
23-02-2023,468,cooking oil,Lt,213
23-02-2023,469,cooking oil,Lt,248
23-02-2023,474,cooking oil,Lt,208
23-02-2023,479,cooking oil,Lt,163
23-02-2023,483,cooking oil,Lt,179
23-02-2023,483,cooking oil,Lt,169
23-02-2023,483,cooking oil,Lt,201
23-02-2023,483,cooking oil,Lt,199
23-02-2023,483,cooking oil,Lt,171
23-02-2023,493,cooking oil,Lt,192
23-02-2023,567,cooking oil,Lt,163
23-02-2023,576,cooking oil,Lt,188
23-02-2023,583,cooking oil,Lt,177
23-02-2023,587,cooking oil,Lt,127
23-02-2023,600,cooking oil,Lt,191
23-02-2023,600,cooking oil,Lt,193
23-02-2023,604,cooking oil,Lt,121
23-02-2023,604,cooking oil,Lt,133
23-02-2023,611,cooking oil,Lt,179
23-02-2023,614,cooking oil,Lt,247
23-02-2023,619,cooking oil,Lt,138
23-02-2023,619,cooking oil,Lt,187
23-02-2023,625,cooking oil,Lt,187
23-02-2023,638,cooking oil,Lt,240
23-02-2023,640,cooking oil,Lt,178
23-02-2023,655,cooking oil,Lt,233
23-02-2023,661,cooking oil,Lt,248
23-02-2023,672,cooking oil,Lt,233
23-02-2023,672,cooking oil,Lt,240
23-02-2023,674,cooking oil,Lt,230
23-02-2023,674,cooking oil,Lt,207
23-02-2023,674,cooking oil,Lt,215
23-02-2023,682,cooking oil,Lt,129
23-02-2023,741,cooking oil,Lt,199
23-02-2023,755,cooking oil,Lt,230
23-02-2023,760,cooking oil,Lt,188
23-02-2023,761,cooking oil,Lt,176
23-02-2023,805,cooking oil,Lt,190
23-02-2023,805,cooking oil,Lt,163
23-02-2023,809,cooking oil,Lt,179
23-02-2023,824,cooking oil,Lt,195
23-02-2023,824,cooking oil,Lt,212
23-02-2023,824,cooking oil,Lt,214
23-02-2023,825,cooking oil,Lt,124
23-02-2023,825,cooking oil,Lt,185
23-02-2023,834,cooking oil,Lt,213
23-02-2023,835,cooking oil,Lt,227
23-02-2023,837,cooking oil,Lt,135
23-02-2023,841,cooking oil,Lt,207
23-02-2023,851,cooking oil,Lt,121
23-02-2023,851,cooking oil,Lt,185
23-02-2023,853,cooking oil,Lt,231
23-02-2023,860,cooking oil,Lt,136
23-02-2023,933,cooking oil,Lt,144
23-02-2023,937,cooking oil,Lt,177
23-02-2023,942,cooking oil,Lt,135
23-02-2023,943,cooking oil,Lt,143
23-02-2023,954,cooking oil,Lt,180
23-02-2023,956,cooking oil,Lt,135
23-02-2023,958,cooking oil,Lt,219
23-02-2023,965,cooking oil,Lt,138
23-02-2023,965,cooking oil,Lt,131
23-02-2023,965,cooking oil,Lt,166
23-02-2023,966,cooking oil,Lt,137
23-02-2023,974,cooking oil,Lt,198
23-02-2023,988,cooking oil,Lt,221
23-02-2023,1014,cooking oil,Lt,205
23-02-2023,1031,cooking oil,Lt,143
23-02-2023,1034,cooking oil,Lt,185
23-02-2023,1040,cooking oil,Lt,132
23-02-2023,1040,cooking oil,Lt,161
23-02-2023,1046,cooking oil,Lt,197
23-02-2023,1047,cooking oil,Lt,172
23-02-2023,1117,cooking oil,Lt,136
23-02-2023,1121,cooking oil,Lt,155
23-02-2023,1136,cooking oil,Lt,240
23-02-2023,1136,cooking oil,Lt,134
23-02-2023,1159,cooking oil,Lt,176
23-02-2023,1159,cooking oil,Lt,164
23-02-2023,1164,cooking oil,Lt,220
23-02-2023,1170,cooking oil,Lt,215
23-02-2023,1175,cooking oil,Lt,191
23-02-2023,1177,cooking oil,Lt,195
23-02-2023,1177,cooking oil,Lt,240
23-02-2023,1178,cooking oil,Lt,139
23-02-2023,1178,cooking oil,Lt,130
23-02-2023,1178,cooking oil,Lt,141
23-02-2023,1187,cooking oil,Lt,221
23-02-2023,1188,cooking oil,Lt,192
23-02-2023,1193,cooking oil,Lt,192
23-02-2023,1207,cooking oil,Lt,211
23-02-2023,1236,cooking oil,Lt,137
23-02-2023,1240,cooking oil,Lt,140
23-02-2023,1240,cooking oil,Lt,224
23-02-2023,1243,cooking oil,Lt,217
23-02-2023,1243,cooking oil,Lt,237
23-02-2023,1250,cooking oil,Lt,250
23-02-2023,1250,cooking oil,Lt,144
23-02-2023,1250,cooking oil,Lt,142
23-02-2023,1347,cooking oil,Lt,204
23-02-2023,1355,cooking oil,Lt,164
23-02-2023,1355,cooking oil,Lt,136
23-02-2023,1355,cooking oil,Lt,132
23-02-2023,1361,cooking oil,Lt,129
23-02-2023,1364,cooking oil,Lt,217
23-02-2023,1367,cooking oil,Lt,166
23-02-2023,1368,cooking oil,Lt,235
23-02-2023,1369,cooking oil,Lt,225
23-02-2023,1370,cooking oil,Lt,221
23-02-2023,1370,cooking oil,Lt,210
23-02-2023,1379,cooking oil,Lt,202
23-02-2023,1380,cooking oil,Lt,201
23-02-2023,1399,cooking oil,Lt,160
23-02-2023,1421,cooking oil,Lt,167
23-02-2023,1421,cooking oil,Lt,197
23-02-2023,1426,cooking oil,Lt,181
23-02-2023,1426,cooking oil,Lt,239
23-02-2023,1435,cooking oil,Lt,172
23-02-2023,1435,cooking oil,Lt,159
23-02-2023,1542,cooking oil,Lt,235
23-02-2023,1552,cooking oil,Lt,173
23-02-2023,1576,cooking oil,Lt,235
23-02-2023,1578,cooking oil,Lt,215
23-02-2023,1618,cooking oil,Lt,206
23-02-2023,1622,cooking oil,Lt,203
23-02-2023,1627,cooking oil,Lt,208
23-02-2023,1634,cooking oil,Lt,146
23-02-2023,1636,cooking oil,Lt,191
23-02-2023,1638,cooking oil,Lt,236
23-02-2023,1638,cooking oil,Lt,170
23-02-2023,1638,cooking oil,Lt,165
23-02-2023,1641,cooking oil,Lt,125
23-02-2023,1641,cooking oil,Lt,233
23-02-2023,1652,cooking oil,Lt,157
23-02-2023,1652,cooking oil,Lt,120
23-02-2023,1652,cooking oil,Lt,200
23-02-2023,1652,cooking oil,Lt,144
23-02-2023,1670,cooking oil,Lt,162
23-02-2023,1670,cooking oil,Lt,140
23-02-2023,1670,cooking oil,Lt,217
23-02-2023,1673,cooking oil,Lt,161
23-02-2023,1688,cooking oil,Lt,135
23-02-2023,1705,cooking oil,Lt,177
23-02-2023,1705,cooking oil,Lt,185
23-02-2023,1705,cooking oil,Lt,173
23-02-2023,1788,cooking oil,Lt,231
23-02-2023,1798,cooking oil,Lt,125
23-02-2023,1800,cooking oil,Lt,168
23-02-2023,1802,cooking oil,Lt,159
23-02-2023,1802,cooking oil,Lt,233
23-02-2023,1802,cooking oil,Lt,147
23-02-2023,1804,cooking oil,Lt,216
23-02-2023,1811,cooking oil,Lt,205
23-02-2023,1816,cooking oil,Lt,139
23-02-2023,1817,cooking oil,Lt,171
23-02-2023,1817,cooking oil,Lt,146
23-02-2023,1832,cooking oil,Lt,137
23-02-2023,1833,cooking oil,Lt,222
23-02-2023,1846,cooking oil,Lt,206
23-02-2023,1850,cooking oil,Lt,205
23-02-2023,1859,cooking oil,Lt,158
23-02-2023,1859,cooking oil,Lt,140
23-02-2023,1859,cooking oil,Lt,170
23-02-2023,1859,cooking oil,Lt,177
23-02-2023,1867,cooking oil,Lt,178
23-02-2023,1869,cooking oil,Lt,156
23-02-2023,1935,cooking oil,Lt,232
23-02-2023,1937,cooking oil,Lt,152
23-02-2023,1954,cooking oil,Lt,139
23-02-2023,1955,cooking oil,Lt,231
23-02-2023,2021,cooking oil,Lt,135
23-02-2023,2022,cooking oil,Lt,152
23-02-2023,2022,cooking oil,Lt,168
23-02-2023,2028,cooking oil,Lt,167
23-02-2023,2030,cooking oil,Lt,179
23-02-2023,2030,cooking oil,Lt,167
23-02-2023,2030,cooking oil,Lt,125
23-02-2023,2030,cooking oil,Lt,139
23-02-2023,2035,cooking oil,Lt,136
23-02-2023,2035,cooking oil,Lt,163
23-02-2023,2051,cooking oil,Lt,183
23-02-2023,2056,cooking oil,Lt,198
23-02-2023,2060,cooking oil,Lt,172
23-02-2023,2060,cooking oil,Lt,200
23-02-2023,2064,cooking oil,Lt,146
23-02-2023,2077,cooking oil,Lt,238
23-02-2023,2090,cooking oil,Lt,159
23-02-2023,2092,cooking oil,Lt,180
23-02-2023,2095,cooking oil,Lt,142
23-02-2023,2103,cooking oil,Lt,248
23-02-2023,2115,cooking oil,Lt,234
23-02-2023,2118,cooking oil,Lt,186
23-02-2023,2132,cooking oil,Lt,124
23-02-2023,2132,cooking oil,Lt,211
23-02-2023,2132,cooking oil,Lt,204
23-02-2023,2248,cooking oil,Lt,180
23-02-2023,2257,cooking oil,Lt,247
23-02-2023,2258,cooking oil,Lt,139
23-02-2023,2263,cooking oil,Lt,160
23-02-2023,2303,cooking oil,Lt,227
23-02-2023,2306,cooking oil,Lt,220
23-02-2023,2325,cooking oil,Lt,168
23-02-2023,2330,cooking oil,Lt,135
23-02-2023,2344,cooking oil,Lt,163
23-02-2023,2359,cooking oil,Lt,170
23-02-2023,2433,cooking oil,Lt,236
23-02-2023,2456,cooking oil,Lt,171
23-02-2023,2457,cooking oil,Lt,157
23-02-2023,2490,cooking oil,Lt,145
23-02-2023,2490,cooking oil,Lt,198
23-02-2023,2491,cooking oil,Lt,144
23-02-2023,2491,cooking oil,Lt,187
23-02-2023,2493,cooking oil,Lt,248
23-02-2023,2496,cooking oil,Lt,240
23-02-2023,2497,cooking oil,Lt,247
23-02-2023,2499,cooking oil,Lt,170
23-02-2023,2500,cooking oil,Lt,156
23-02-2023,2506,cooking oil,Lt,152
23-02-2023,2509,cooking oil,Lt,157
23-02-2023,2510,cooking oil,Lt,246
23-02-2023,2520,cooking oil,Lt,147
23-02-2023,2520,cooking oil,Lt,240
23-02-2023,2523,cooking oil,Lt,158
23-02-2023,2523,cooking oil,Lt,242
23-02-2023,2526,cooking oil,Lt,195
23-02-2023,2526,cooking oil,Lt,221
23-02-2023,2527,cooking oil,Lt,130
23-02-2023,2530,cooking oil,Lt,241
23-02-2023,2530,cooking oil,Lt,228
23-02-2023,2531,cooking oil,Lt,140
23-02-2023,2531,cooking oil,Lt,122
23-02-2023,2531,cooking oil,Lt,190
23-02-2023,2531,cooking oil,Lt,122
23-02-2023,2581,cooking oil,Lt,207
23-02-2023,2595,cooking oil,Lt,122
23-02-2023,2605,cooking oil,Lt,184
23-02-2023,2609,cooking oil,Lt,185
23-02-2023,2609,cooking oil,Lt,125
23-02-2023,2609,cooking oil,Lt,201
23-02-2023,2610,cooking oil,Lt,126
23-02-2023,2610,cooking oil,Lt,224
23-02-2023,2618,cooking oil,Lt,206
23-02-2023,2620,cooking oil,Lt,143
23-02-2023,2627,cooking oil,Lt,240
23-02-2023,2627,cooking oil,Lt,250
23-02-2023,2627,cooking oil,Lt,240
23-02-2023,2633,cooking oil,Lt,171
23-02-2023,2639,cooking oil,Lt,199
23-02-2023,2642,cooking oil,Lt,230
23-02-2023,2642,cooking oil,Lt,139
23-02-2023,2642,cooking oil,Lt,159
23-02-2023,2642,cooking oil,Lt,123
23-02-2023,2649,cooking oil,Lt,125
23-02-2023,2650,cooking oil,Lt,203
23-02-2023,2650,cooking oil,Lt,155
23-02-2023,2652,cooking oil,Lt,150
23-02-2023,2654,cooking oil,Lt,198
23-02-2023,2654,cooking oil,Lt,220
23-02-2023,2656,cooking oil,Lt,234
23-02-2023,2759,cooking oil,Lt,140
23-02-2023,2804,cooking oil,Lt,152
23-02-2023,2805,cooking oil,Lt,235
23-02-2023,2871,cooking oil,Lt,121
23-02-2023,2873,cooking oil,Lt,233
23-02-2023,2881,cooking oil,Lt,158
23-02-2023,2885,cooking oil,Lt,215
23-02-2023,2885,cooking oil,Lt,152
23-02-2023,2895,cooking oil,Lt,132
23-02-2023,2901,cooking oil,Lt,227
23-02-2023,2901,cooking oil,Lt,197
23-02-2023,2924,cooking oil,Lt,120
23-02-2023,2943,cooking oil,Lt,168
23-02-2023,2965,cooking oil,Lt,123
23-02-2023,2966,cooking oil,Lt,131
23-02-2023,3038,cooking oil,Lt,237
23-02-2023,3047,cooking oil,Lt,217
23-02-2023,3048,cooking oil,Lt,142
23-02-2023,3048,cooking oil,Lt,163
23-02-2023,3054,cooking oil,Lt,134
23-02-2023,3054,cooking oil,Lt,207
23-02-2023,3054,cooking oil,Lt,172
23-02-2023,3054,cooking oil,Lt,158
23-02-2023,3056,cooking oil,Lt,237
23-02-2023,3057,cooking oil,Lt,127
23-02-2023,3061,cooking oil,Lt,228
23-02-2023,3084,cooking oil,Lt,240
23-02-2023,3100,cooking oil,Lt,184
23-02-2023,3120,cooking oil,Lt,130
23-02-2023,3125,cooking oil,Lt,249
23-02-2023,3140,cooking oil,Lt,133
23-02-2023,3140,cooking oil,Lt,220
23-02-2023,3140,cooking oil,Lt,190
23-02-2023,3140,cooking oil,Lt,239
23-02-2023,3140,cooking oil,Lt,207
23-02-2023,3140,cooking oil,Lt,133
23-02-2023,3226,cooking oil,Lt,160
23-02-2023,3226,cooking oil,Lt,156
23-02-2023,3252,cooking oil,Lt,188
23-02-2023,3254,cooking oil,Lt,232
23-02-2023,3316,cooking oil,Lt,156
23-02-2023,3316,cooking oil,Lt,141
23-02-2023,3321,cooking oil,Lt,231
23-02-2023,3327,cooking oil,Lt,172
23-02-2023,3332,cooking oil,Lt,147
23-02-2023,3338,cooking oil,Lt,166
23-02-2023,3338,cooking oil,Lt,206
23-02-2023,3338,cooking oil,Lt,177
23-02-2023,3338,cooking oil,Lt,176
23-02-2023,3339,cooking oil,Lt,177
23-02-2023,3347,cooking oil,Lt,157
23-02-2023,3347,cooking oil,Lt,241
23-02-2023,3347,cooking oil,Lt,163
23-02-2023,3348,cooking oil,Lt,137
23-02-2023,3354,cooking oil,Lt,131
23-02-2023,3358,cooking oil,Lt,126
23-02-2023,3369,cooking oil,Lt,141
23-02-2023,3371,cooking oil,Lt,235
23-02-2023,3371,cooking oil,Lt,222
23-02-2023,3382,cooking oil,Lt,165
23-02-2023,3391,cooking oil,Lt,195
23-02-2023,3400,cooking oil,Lt,164
23-02-2023,3403,cooking oil,Lt,167
23-02-2023,3404,cooking oil,Lt,145
23-02-2023,3405,cooking oil,Lt,245
23-02-2023,3469,cooking oil,Lt,239
23-02-2023,3481,cooking oil,Lt,197
23-02-2023,3482,cooking oil,Lt,131
23-02-2023,3482,cooking oil,Lt,138
23-02-2023,3484,cooking oil,Lt,186
23-02-2023,3488,cooking oil,Lt,157
23-02-2023,3491,cooking oil,Lt,126
23-02-2023,3494,cooking oil,Lt,133
23-02-2023,3494,cooking oil,Lt,235
23-02-2023,3495,cooking oil,Lt,193
23-02-2023,3498,cooking oil,Lt,202
23-02-2023,3518,cooking oil,Lt,140
23-02-2023,3519,cooking oil,Lt,124
23-02-2023,3546,cooking oil,Lt,242
23-02-2023,3551,cooking oil,Lt,133
23-02-2023,3557,cooking oil,Lt,138
23-02-2023,3557,cooking oil,Lt,172
23-02-2023,3558,cooking oil,Lt,161
23-02-2023,3558,cooking oil,Lt,232
23-02-2023,3567,cooking oil,Lt,188
23-02-2023,3570,cooking oil,Lt,138
23-02-2023,3656,cooking oil,Lt,198
23-02-2023,3656,cooking oil,Lt,167
23-02-2023,3673,cooking oil,Lt,217
23-02-2023,3673,cooking oil,Lt,156
23-02-2023,3719,cooking oil,Lt,242
23-02-2023,3721,cooking oil,Lt,155
23-02-2023,3726,cooking oil,Lt,229
23-02-2023,3728,cooking oil,Lt,227
23-02-2023,3729,cooking oil,Lt,220
23-02-2023,3734,cooking oil,Lt,227
23-02-2023,3734,cooking oil,Lt,138
23-02-2023,3735,cooking oil,Lt,128
23-02-2023,3735,cooking oil,Lt,163
23-02-2023,3735,cooking oil,Lt,139
23-02-2023,3744,cooking oil,Lt,234
23-02-2023,3747,cooking oil,Lt,184
23-02-2023,3750,cooking oil,Lt,206
23-02-2023,3753,cooking oil,Lt,231
23-02-2023,3760,cooking oil,Lt,217
23-02-2023,3761,cooking oil,Lt,160
23-02-2023,3767,cooking oil,Lt,129
23-02-2023,3767,cooking oil,Lt,229
23-02-2023,3767,cooking oil,Lt,210
23-02-2023,3771,cooking oil,Lt,136
23-02-2023,3771,cooking oil,Lt,187
23-02-2023,3772,cooking oil,Lt,206
23-02-2023,3777,cooking oil,Lt,127
23-02-2023,3777,cooking oil,Lt,137
23-02-2023,3777,cooking oil,Lt,122
23-02-2023,3839,cooking oil,Lt,216
23-02-2023,3845,cooking oil,Lt,234
23-02-2023,3854,cooking oil,Lt,137
23-02-2023,3856,cooking oil,Lt,135
23-02-2023,3864,cooking oil,Lt,125
23-02-2023,3865,cooking oil,Lt,248
23-02-2023,3870,cooking oil,Lt,121
23-02-2023,3879,cooking oil,Lt,182
23-02-2023,3882,cooking oil,Lt,224
23-02-2023,3888,cooking oil,Lt,210
23-02-2023,3891,cooking oil,Lt,120
23-02-2023,3904,cooking oil,Lt,131
23-02-2023,3910,cooking oil,Lt,182
23-02-2023,3937,cooking oil,Lt,142
23-02-2023,3939,cooking oil,Lt,197
23-02-2023,3950,cooking oil,Lt,163
23-02-2023,3950,cooking oil,Lt,133
23-02-2023,3950,cooking oil,Lt,120
23-02-2023,3950,cooking oil,Lt,128
23-02-2023,3950,cooking oil,Lt,250
23-02-2023,3950,cooking oil,Lt,232
23-02-2023,4024,cooking oil,Lt,134
23-02-2023,4030,cooking oil,Lt,236
23-02-2023,4069,cooking oil,Lt,232
23-02-2023,4069,cooking oil,Lt,133
23-02-2023,4102,cooking oil,Lt,214
23-02-2023,4104,cooking oil,Lt,243
23-02-2023,4113,cooking oil,Lt,211
23-02-2023,4122,cooking oil,Lt,138
23-02-2023,4123,cooking oil,Lt,158
23-02-2023,4129,cooking oil,Lt,143
23-02-2023,4133,cooking oil,Lt,238
23-02-2023,4134,cooking oil,Lt,183
23-02-2023,4135,cooking oil,Lt,156
23-02-2023,4135,cooking oil,Lt,177
23-02-2023,4147,cooking oil,Lt,174
23-02-2023,4147,cooking oil,Lt,186
23-02-2023,4147,cooking oil,Lt,147
23-02-2023,4147,cooking oil,Lt,150
23-02-2023,4154,cooking oil,Lt,230
23-02-2023,4156,cooking oil,Lt,230
23-02-2023,4160,cooking oil,Lt,210
23-02-2023,4160,cooking oil,Lt,122
23-02-2023,4160,cooking oil,Lt,127
23-02-2023,4160,cooking oil,Lt,190
23-02-2023,4160,cooking oil,Lt,204
23-02-2023,4160,cooking oil,Lt,242
23-02-2023,4161,cooking oil,Lt,132
23-02-2023,4162,cooking oil,Lt,154
23-02-2023,4162,cooking oil,Lt,245
23-02-2023,4276,cooking oil,Lt,152
23-02-2023,4276,cooking oil,Lt,208
23-02-2023,4283,cooking oil,Lt,249
23-02-2023,4294,cooking oil,Lt,126
23-02-2023,4294,cooking oil,Lt,231
23-02-2023,4294,cooking oil,Lt,129
23-02-2023,4294,cooking oil,Lt,212
23-02-2023,4294,cooking oil,Lt,153
23-02-2023,4307,cooking oil,Lt,150
23-02-2023,4307,cooking oil,Lt,221
23-02-2023,4314,cooking oil,Lt,134
23-02-2023,4323,cooking oil,Lt,193
23-02-2023,4323,cooking oil,Lt,135
23-02-2023,4323,cooking oil,Lt,180
23-02-2023,4323,cooking oil,Lt,200
23-02-2023,4323,cooking oil,Lt,167
23-02-2023,4323,cooking oil,Lt,140
23-02-2023,4323,cooking oil,Lt,197
23-02-2023,4323,cooking oil,Lt,153
23-02-2023,4323,cooking oil,Lt,142
23-02-2023,4384,cooking oil,Lt,190
23-02-2023,4384,cooking oil,Lt,159
23-02-2023,4387,cooking oil,Lt,230
23-02-2023,4426,cooking oil,Lt,196
23-02-2023,4427,cooking oil,Lt,237
23-02-2023,4427,cooking oil,Lt,142
23-02-2023,4434,cooking oil,Lt,240
23-02-2023,4438,cooking oil,Lt,139
23-02-2023,4439,cooking oil,Lt,133
23-02-2023,4442,cooking oil,Lt,189
23-02-2023,4442,cooking oil,Lt,215
23-02-2023,4442,cooking oil,Lt,133
23-02-2023,4450,cooking oil,Lt,193
23-02-2023,4450,cooking oil,Lt,204
23-02-2023,4450,cooking oil,Lt,217
23-02-2023,4454,cooking oil,Lt,242
23-02-2023,4469,cooking oil,Lt,124
23-02-2023,4477,cooking oil,Lt,132
23-02-2023,4480,cooking oil,Lt,169
23-02-2023,4489,cooking oil,Lt,195
23-02-2023,4490,cooking oil,Lt,158
23-02-2023,4493,cooking oil,Lt,239
23-02-2023,4493,cooking oil,Lt,179
23-02-2023,4493,cooking oil,Lt,187
23-02-2023,4559,cooking oil,Lt,148
23-02-2023,4570,cooking oil,Lt,234
23-02-2023,4570,cooking oil,Lt,226
23-02-2023,4570,cooking oil,Lt,214
23-02-2023,4575,cooking oil,Lt,236
23-02-2023,4579,cooking oil,Lt,177
23-02-2023,4579,cooking oil,Lt,159
23-02-2023,4579,cooking oil,Lt,208
23-02-2023,4591,cooking oil,Lt,134
23-02-2023,4597,cooking oil,Lt,125
23-02-2023,4597,cooking oil,Lt,187
23-02-2023,4600,cooking oil,Lt,203
23-02-2023,4612,cooking oil,Lt,249
23-02-2023,4618,cooking oil,Lt,201
23-02-2023,4618,cooking oil,Lt,140
23-02-2023,4627,cooking oil,Lt,183
23-02-2023,4631,cooking oil,Lt,125
23-02-2023,4631,cooking oil,Lt,134
23-02-2023,4637,cooking oil,Lt,120
23-02-2023,4639,cooking oil,Lt,165
23-02-2023,4639,cooking oil,Lt,230
23-02-2023,4651,cooking oil,Lt,242
23-02-2023,4651,cooking oil,Lt,240
23-02-2023,4651,cooking oil,Lt,170
23-02-2023,4655,cooking oil,Lt,208
23-02-2023,4749,cooking oil,Lt,228
23-02-2023,4754,cooking oil,Lt,205
23-02-2023,4778,cooking oil,Lt,158
23-02-2023,4831,cooking oil,Lt,144
23-02-2023,4831,cooking oil,Lt,135
23-02-2023,4831,cooking oil,Lt,204
23-02-2023,4841,cooking oil,Lt,177
23-02-2023,4844,cooking oil,Lt,169
23-02-2023,4844,cooking oil,Lt,211
23-02-2023,4846,cooking oil,Lt,224
23-02-2023,4846,cooking oil,Lt,176
23-02-2023,4847,cooking oil,Lt,228
23-02-2023,4856,cooking oil,Lt,171
23-02-2023,4856,cooking oil,Lt,194
23-02-2023,4856,cooking oil,Lt,234
23-02-2023,4875,cooking oil,Lt,171
23-02-2023,4890,cooking oil,Lt,133
23-02-2023,4896,cooking oil,Lt,236
23-02-2023,4896,cooking oil,Lt,173
23-02-2023,4913,cooking oil,Lt,157
23-02-2023,4913,cooking oil,Lt,216
23-02-2023,4916,cooking oil,Lt,219
23-02-2023,4916,cooking oil,Lt,189
23-02-2023,4916,cooking oil,Lt,138
23-02-2023,4963,cooking oil,Lt,175
23-02-2023,4964,cooking oil,Lt,133
23-02-2023,4964,cooking oil,Lt,168
23-02-2023,4964,cooking oil,Lt,246
23-02-2023,4970,cooking oil,Lt,176
23-02-2023,4985,cooking oil,Lt,176
23-02-2023,4985,cooking oil,Lt,140
23-02-2023,4997,cooking oil,Lt,156
23-02-2023,5001,cooking oil,Lt,190
23-02-2023,5001,cooking oil,Lt,241
23-02-2023,5018,cooking oil,Lt,166
23-02-2023,5028,cooking oil,Lt,166
23-02-2023,5038,cooking oil,Lt,174
23-02-2023,5044,cooking oil,Lt,177
23-02-2023,5055,cooking oil,Lt,245
23-02-2023,5148,cooking oil,Lt,139
23-02-2023,5177,cooking oil,Lt,209
23-02-2023,5179,cooking oil,Lt,213
23-02-2023,5229,cooking oil,Lt,158
23-02-2023,5229,cooking oil,Lt,244
23-02-2023,5229,cooking oil,Lt,231
23-02-2023,5231,cooking oil,Lt,206
23-02-2023,5233,cooking oil,Lt,245
23-02-2023,5237,cooking oil,Lt,188
23-02-2023,5243,cooking oil,Lt,224
23-02-2023,5247,cooking oil,Lt,238
23-02-2023,5248,cooking oil,Lt,166
23-02-2023,5256,cooking oil,Lt,130
23-02-2023,5274,cooking oil,Lt,190
23-02-2023,5275,cooking oil,Lt,223
23-02-2023,5277,cooking oil,Lt,141
23-02-2023,5285,cooking oil,Lt,124
23-02-2023,5287,cooking oil,Lt,151
23-02-2023,5288,cooking oil,Lt,214
23-02-2023,5296,cooking oil,Lt,166
23-02-2023,5346,cooking oil,Lt,146
23-02-2023,5354,cooking oil,Lt,177
23-02-2023,5361,cooking oil,Lt,167
23-02-2023,5363,cooking oil,Lt,143
23-02-2023,5366,cooking oil,Lt,133
23-02-2023,5367,cooking oil,Lt,207
23-02-2023,5377,cooking oil,Lt,241
23-02-2023,5378,cooking oil,Lt,124
23-02-2023,5378,cooking oil,Lt,142
23-02-2023,5378,cooking oil,Lt,143
23-02-2023,5383,cooking oil,Lt,162
