ds,Item,units,y
10-06-2022,sugar,KG,86
11-06-2022,sugar,KG,149
11-06-2022,sugar,KG,149
11-06-2022,sugar,KG,200
11-06-2022,sugar,KG,134
11-06-2022,sugar,KG,118
11-06-2022,sugar,KG,70
11-06-2022,sugar,KG,157
12-06-2022,sugar,KG,85
12-06-2022,sugar,KG,58
12-06-2022,sugar,KG,140
12-06-2022,sugar,KG,108
12-06-2022,sugar,KG,76
12-06-2022,sugar,KG,71
12-06-2022,sugar,KG,83
12-06-2022,sugar,KG,170
12-06-2022,sugar,KG,125
12-06-2022,sugar,KG,113
12-06-2022,sugar,KG,118
12-06-2022,sugar,KG,125
12-06-2022,sugar,KG,185
12-06-2022,sugar,KG,63
13-06-2022,sugar,KG,157
13-06-2022,sugar,KG,79
13-06-2022,sugar,KG,172
13-06-2022,sugar,KG,115
13-06-2022,sugar,KG,105
13-06-2022,sugar,KG,76
13-06-2022,sugar,KG,67
13-06-2022,sugar,KG,81
13-06-2022,sugar,KG,196
13-06-2022,sugar,KG,146
14-06-2022,sugar,KG,176
14-06-2022,sugar,KG,177
14-06-2022,sugar,KG,79
14-06-2022,sugar,KG,81
14-06-2022,sugar,KG,99
14-06-2022,sugar,KG,109
14-06-2022,sugar,KG,91
14-06-2022,sugar,KG,83
14-06-2022,sugar,KG,98
14-06-2022,sugar,KG,185
14-06-2022,sugar,KG,147
14-06-2022,sugar,KG,151
14-06-2022,sugar,KG,179
14-06-2022,sugar,KG,199
15-06-2022,sugar,KG,60
15-06-2022,sugar,KG,115
15-06-2022,sugar,KG,118
15-06-2022,sugar,KG,93
15-06-2022,sugar,KG,112
15-06-2022,sugar,KG,138
15-06-2022,sugar,KG,180
15-06-2022,sugar,KG,81
15-06-2022,sugar,KG,73
16-06-2022,sugar,KG,151
16-06-2022,sugar,KG,109
16-06-2022,sugar,KG,150
16-06-2022,sugar,KG,182
16-06-2022,sugar,KG,98
16-06-2022,sugar,KG,174
16-06-2022,sugar,KG,87
16-06-2022,sugar,KG,89
16-06-2022,sugar,KG,63
16-06-2022,sugar,KG,187
16-06-2022,sugar,KG,63
16-06-2022,sugar,KG,81
16-06-2022,sugar,KG,74
17-06-2022,sugar,KG,51
17-06-2022,sugar,KG,146
17-06-2022,sugar,KG,144
17-06-2022,sugar,KG,62
17-06-2022,sugar,KG,101
17-06-2022,sugar,KG,86
17-06-2022,sugar,KG,163
17-06-2022,sugar,KG,128
17-06-2022,sugar,KG,141
18-06-2022,sugar,KG,164
18-06-2022,sugar,KG,54
18-06-2022,sugar,KG,80
18-06-2022,sugar,KG,182
18-06-2022,sugar,KG,61
18-06-2022,sugar,KG,98
18-06-2022,sugar,KG,60
18-06-2022,sugar,KG,126
18-06-2022,sugar,KG,86
18-06-2022,sugar,KG,189
18-06-2022,sugar,KG,135
19-06-2022,sugar,KG,54
19-06-2022,sugar,KG,167
19-06-2022,sugar,KG,56
19-06-2022,sugar,KG,140
19-06-2022,sugar,KG,64
19-06-2022,sugar,KG,77
19-06-2022,sugar,KG,84
19-06-2022,sugar,KG,63
19-06-2022,sugar,KG,172
19-06-2022,sugar,KG,164
19-06-2022,sugar,KG,116
19-06-2022,sugar,KG,113
19-06-2022,sugar,KG,116
19-06-2022,sugar,KG,81
20-06-2022,sugar,KG,62
20-06-2022,sugar,KG,83
20-06-2022,sugar,KG,161
20-06-2022,sugar,KG,82
20-06-2022,sugar,KG,116
20-06-2022,sugar,KG,168
20-06-2022,sugar,KG,61
20-06-2022,sugar,KG,83
20-06-2022,sugar,KG,153
20-06-2022,sugar,KG,88
20-06-2022,sugar,KG,157
20-06-2022,sugar,KG,120
20-06-2022,sugar,KG,192
21-06-2022,sugar,KG,175
21-06-2022,sugar,KG,157
21-06-2022,sugar,KG,77
21-06-2022,sugar,KG,144
21-06-2022,sugar,KG,161
21-06-2022,sugar,KG,56
21-06-2022,sugar,KG,64
21-06-2022,sugar,KG,138
21-06-2022,sugar,KG,80
21-06-2022,sugar,KG,113
21-06-2022,sugar,KG,104
21-06-2022,sugar,KG,150
21-06-2022,sugar,KG,67
21-06-2022,sugar,KG,99
21-06-2022,sugar,KG,64
22-06-2022,sugar,KG,153
22-06-2022,sugar,KG,111
22-06-2022,sugar,KG,85
22-06-2022,sugar,KG,144
22-06-2022,sugar,KG,104
22-06-2022,sugar,KG,106
22-06-2022,sugar,KG,185
22-06-2022,sugar,KG,132
22-06-2022,sugar,KG,68
22-06-2022,sugar,KG,133
22-06-2022,sugar,KG,58
22-06-2022,sugar,KG,195
23-06-2022,sugar,KG,155
23-06-2022,sugar,KG,173
23-06-2022,sugar,KG,188
23-06-2022,sugar,KG,194
23-06-2022,sugar,KG,184
23-06-2022,sugar,KG,181
23-06-2022,sugar,KG,158
23-06-2022,sugar,KG,174
23-06-2022,sugar,KG,104
23-06-2022,sugar,KG,136
23-06-2022,sugar,KG,120
23-06-2022,sugar,KG,149
24-06-2022,sugar,KG,149
24-06-2022,sugar,KG,173
24-06-2022,sugar,KG,163
24-06-2022,sugar,KG,119
24-06-2022,sugar,KG,168
24-06-2022,sugar,KG,125
24-06-2022,sugar,KG,79
24-06-2022,sugar,KG,143
24-06-2022,sugar,KG,187
24-06-2022,sugar,KG,152
24-06-2022,sugar,KG,169
24-06-2022,sugar,KG,196
24-06-2022,sugar,KG,81
24-06-2022,sugar,KG,78
24-06-2022,sugar,KG,64
25-06-2022,sugar,KG,198
25-06-2022,sugar,KG,94
25-06-2022,sugar,KG,89
25-06-2022,sugar,KG,146
25-06-2022,sugar,KG,200
25-06-2022,sugar,KG,192
25-06-2022,sugar,KG,84
25-06-2022,sugar,KG,139
25-06-2022,sugar,KG,163
25-06-2022,sugar,KG,153
25-06-2022,sugar,KG,69
25-06-2022,sugar,KG,176
25-06-2022,sugar,KG,158
25-06-2022,sugar,KG,157
25-06-2022,sugar,KG,137
25-06-2022,sugar,KG,145
25-06-2022,sugar,KG,97
25-06-2022,sugar,KG,126
25-06-2022,sugar,KG,93
25-06-2022,sugar,KG,190
25-06-2022,sugar,KG,73
25-06-2022,sugar,KG,57
26-06-2022,sugar,KG,131
26-06-2022,sugar,KG,76
26-06-2022,sugar,KG,138
26-06-2022,sugar,KG,61
26-06-2022,sugar,KG,80
26-06-2022,sugar,KG,115
26-06-2022,sugar,KG,70
26-06-2022,sugar,KG,160
26-06-2022,sugar,KG,172
26-06-2022,sugar,KG,160
26-06-2022,sugar,KG,64
26-06-2022,sugar,KG,175
26-06-2022,sugar,KG,136
26-06-2022,sugar,KG,87
26-06-2022,sugar,KG,51
26-06-2022,sugar,KG,102
26-06-2022,sugar,KG,137
26-06-2022,sugar,KG,122
26-06-2022,sugar,KG,74
26-06-2022,sugar,KG,101
26-06-2022,sugar,KG,144
26-06-2022,sugar,KG,143
26-06-2022,sugar,KG,123
27-06-2022,sugar,KG,86
27-06-2022,sugar,KG,88
27-06-2022,sugar,KG,53
27-06-2022,sugar,KG,72
27-06-2022,sugar,KG,75
27-06-2022,sugar,KG,87
27-06-2022,sugar,KG,187
27-06-2022,sugar,KG,152
27-06-2022,sugar,KG,114
27-06-2022,sugar,KG,156
27-06-2022,sugar,KG,53
27-06-2022,sugar,KG,117
27-06-2022,sugar,KG,84
27-06-2022,sugar,KG,166
27-06-2022,sugar,KG,128
27-06-2022,sugar,KG,50
27-06-2022,sugar,KG,185
27-06-2022,sugar,KG,150
27-06-2022,sugar,KG,96
27-06-2022,sugar,KG,174
27-06-2022,sugar,KG,77
27-06-2022,sugar,KG,166
27-06-2022,sugar,KG,166
27-06-2022,sugar,KG,135
27-06-2022,sugar,KG,76
27-06-2022,sugar,KG,89
28-06-2022,sugar,KG,144
28-06-2022,sugar,KG,197
28-06-2022,sugar,KG,199
28-06-2022,sugar,KG,193
28-06-2022,sugar,KG,63
28-06-2022,sugar,KG,143
28-06-2022,sugar,KG,157
28-06-2022,sugar,KG,122
28-06-2022,sugar,KG,66
28-06-2022,sugar,KG,161
28-06-2022,sugar,KG,112
28-06-2022,sugar,KG,118
28-06-2022,sugar,KG,90
28-06-2022,sugar,KG,113
28-06-2022,sugar,KG,128
28-06-2022,sugar,KG,140
28-06-2022,sugar,KG,183
28-06-2022,sugar,KG,129
28-06-2022,sugar,KG,90
28-06-2022,sugar,KG,64
28-06-2022,sugar,KG,150
28-06-2022,sugar,KG,198
28-06-2022,sugar,KG,184
28-06-2022,sugar,KG,61
28-06-2022,sugar,KG,104
28-06-2022,sugar,KG,157
28-06-2022,sugar,KG,126
28-06-2022,sugar,KG,138
28-06-2022,sugar,KG,112
28-06-2022,sugar,KG,93
28-06-2022,sugar,KG,72
28-06-2022,sugar,KG,120
28-06-2022,sugar,KG,50
28-06-2022,sugar,KG,78
29-06-2022,sugar,KG,60
29-06-2022,sugar,KG,183
29-06-2022,sugar,KG,57
29-06-2022,sugar,KG,92
29-06-2022,sugar,KG,72
29-06-2022,sugar,KG,169
29-06-2022,sugar,KG,118
29-06-2022,sugar,KG,148
29-06-2022,sugar,KG,107
29-06-2022,sugar,KG,58
29-06-2022,sugar,KG,70
29-06-2022,sugar,KG,85
29-06-2022,sugar,KG,170
29-06-2022,sugar,KG,140
29-06-2022,sugar,KG,170
29-06-2022,sugar,KG,155
29-06-2022,sugar,KG,89
30-06-2022,sugar,KG,166
30-06-2022,sugar,KG,174
30-06-2022,sugar,KG,92
30-06-2022,sugar,KG,188
30-06-2022,sugar,KG,122
30-06-2022,sugar,KG,143
30-06-2022,sugar,KG,73
30-06-2022,sugar,KG,194
30-06-2022,sugar,KG,173
30-06-2022,sugar,KG,87
30-06-2022,sugar,KG,144
30-06-2022,sugar,KG,170
30-06-2022,sugar,KG,78
30-06-2022,sugar,KG,136
30-06-2022,sugar,KG,150
30-06-2022,sugar,KG,156
30-06-2022,sugar,KG,151
30-06-2022,sugar,KG,79
30-06-2022,sugar,KG,101
30-06-2022,sugar,KG,143
30-06-2022,sugar,KG,91
30-06-2022,sugar,KG,150
30-06-2022,sugar,KG,59
01-07-2022,sugar,KG,74
01-07-2022,sugar,KG,167
01-07-2022,sugar,KG,199
01-07-2022,sugar,KG,121
01-07-2022,sugar,KG,104
01-07-2022,sugar,KG,149
01-07-2022,sugar,KG,186
01-07-2022,sugar,KG,130
01-07-2022,sugar,KG,161
01-07-2022,sugar,KG,102
01-07-2022,sugar,KG,112
01-07-2022,sugar,KG,169
01-07-2022,sugar,KG,150
01-07-2022,sugar,KG,118
01-07-2022,sugar,KG,130
01-07-2022,sugar,KG,118
01-07-2022,sugar,KG,160
01-07-2022,sugar,KG,86
01-07-2022,sugar,KG,162
02-07-2022,sugar,KG,116
02-07-2022,sugar,KG,84
02-07-2022,sugar,KG,132
02-07-2022,sugar,KG,139
02-07-2022,sugar,KG,132
02-07-2022,sugar,KG,79
02-07-2022,sugar,KG,77
02-07-2022,sugar,KG,139
02-07-2022,sugar,KG,165
02-07-2022,sugar,KG,68
02-07-2022,sugar,KG,85
02-07-2022,sugar,KG,124
02-07-2022,sugar,KG,166
02-07-2022,sugar,KG,196
02-07-2022,sugar,KG,155
02-07-2022,sugar,KG,82
02-07-2022,sugar,KG,154
03-07-2022,sugar,KG,183
03-07-2022,sugar,KG,100
03-07-2022,sugar,KG,128
03-07-2022,sugar,KG,163
03-07-2022,sugar,KG,92
03-07-2022,sugar,KG,79
03-07-2022,sugar,KG,173
03-07-2022,sugar,KG,54
03-07-2022,sugar,KG,55
03-07-2022,sugar,KG,158
03-07-2022,sugar,KG,117
03-07-2022,sugar,KG,84
03-07-2022,sugar,KG,145
03-07-2022,sugar,KG,73
03-07-2022,sugar,KG,99
03-07-2022,sugar,KG,161
03-07-2022,sugar,KG,64
03-07-2022,sugar,KG,93
03-07-2022,sugar,KG,90
03-07-2022,sugar,KG,57
04-07-2022,sugar,KG,123
04-07-2022,sugar,KG,135
04-07-2022,sugar,KG,169
04-07-2022,sugar,KG,86
04-07-2022,sugar,KG,80
04-07-2022,sugar,KG,132
04-07-2022,sugar,KG,200
04-07-2022,sugar,KG,122
04-07-2022,sugar,KG,155
04-07-2022,sugar,KG,156
04-07-2022,sugar,KG,189
04-07-2022,sugar,KG,192
04-07-2022,sugar,KG,116
05-07-2022,sugar,KG,150
05-07-2022,sugar,KG,175
05-07-2022,sugar,KG,54
05-07-2022,sugar,KG,197
05-07-2022,sugar,KG,69
05-07-2022,sugar,KG,112
05-07-2022,sugar,KG,88
05-07-2022,sugar,KG,190
05-07-2022,sugar,KG,117
05-07-2022,sugar,KG,78
05-07-2022,sugar,KG,125
05-07-2022,sugar,KG,73
05-07-2022,sugar,KG,70
05-07-2022,sugar,KG,87
05-07-2022,sugar,KG,176
05-07-2022,sugar,KG,138
05-07-2022,sugar,KG,55
05-07-2022,sugar,KG,68
05-07-2022,sugar,KG,70
05-07-2022,sugar,KG,146
05-07-2022,sugar,KG,50
05-07-2022,sugar,KG,84
06-07-2022,sugar,KG,161
06-07-2022,sugar,KG,87
06-07-2022,sugar,KG,167
06-07-2022,sugar,KG,199
06-07-2022,sugar,KG,153
06-07-2022,sugar,KG,175
06-07-2022,sugar,KG,105
06-07-2022,sugar,KG,95
06-07-2022,sugar,KG,162
06-07-2022,sugar,KG,69
06-07-2022,sugar,KG,171
06-07-2022,sugar,KG,169
06-07-2022,sugar,KG,136
06-07-2022,sugar,KG,174
06-07-2022,sugar,KG,176
06-07-2022,sugar,KG,59
06-07-2022,sugar,KG,190
06-07-2022,sugar,KG,66
06-07-2022,sugar,KG,78
06-07-2022,sugar,KG,153
06-07-2022,sugar,KG,186
07-07-2022,sugar,KG,191
07-07-2022,sugar,KG,71
07-07-2022,sugar,KG,129
07-07-2022,sugar,KG,138
07-07-2022,sugar,KG,139
07-07-2022,sugar,KG,137
07-07-2022,sugar,KG,57
07-07-2022,sugar,KG,108
07-07-2022,sugar,KG,165
07-07-2022,sugar,KG,154
07-07-2022,sugar,KG,176
07-07-2022,sugar,KG,83
07-07-2022,sugar,KG,58
07-07-2022,sugar,KG,114
07-07-2022,sugar,KG,192
07-07-2022,sugar,KG,172
07-07-2022,sugar,KG,67
07-07-2022,sugar,KG,87
07-07-2022,sugar,KG,180
07-07-2022,sugar,KG,65
07-07-2022,sugar,KG,65
07-07-2022,sugar,KG,123
07-07-2022,sugar,KG,152
07-07-2022,sugar,KG,125
07-07-2022,sugar,KG,81
07-07-2022,sugar,KG,185
07-07-2022,sugar,KG,161
07-07-2022,sugar,KG,154
07-07-2022,sugar,KG,163
07-07-2022,sugar,KG,173
07-07-2022,sugar,KG,148
07-07-2022,sugar,KG,111
07-07-2022,sugar,KG,63
08-07-2022,sugar,KG,182
08-07-2022,sugar,KG,99
08-07-2022,sugar,KG,61
08-07-2022,sugar,KG,75
08-07-2022,sugar,KG,55
08-07-2022,sugar,KG,86
08-07-2022,sugar,KG,140
08-07-2022,sugar,KG,94
08-07-2022,sugar,KG,121
08-07-2022,sugar,KG,51
08-07-2022,sugar,KG,106
08-07-2022,sugar,KG,71
08-07-2022,sugar,KG,176
08-07-2022,sugar,KG,88
08-07-2022,sugar,KG,58
08-07-2022,sugar,KG,182
08-07-2022,sugar,KG,61
08-07-2022,sugar,KG,57
08-07-2022,sugar,KG,105
09-07-2022,sugar,KG,139
09-07-2022,sugar,KG,73
09-07-2022,sugar,KG,137
09-07-2022,sugar,KG,52
09-07-2022,sugar,KG,167
09-07-2022,sugar,KG,70
09-07-2022,sugar,KG,195
09-07-2022,sugar,KG,99
09-07-2022,sugar,KG,59
09-07-2022,sugar,KG,196
09-07-2022,sugar,KG,166
09-07-2022,sugar,KG,198
09-07-2022,sugar,KG,102
09-07-2022,sugar,KG,80
09-07-2022,sugar,KG,135
09-07-2022,sugar,KG,102
10-07-2022,sugar,KG,178
10-07-2022,sugar,KG,171
10-07-2022,sugar,KG,173
10-07-2022,sugar,KG,172
10-07-2022,sugar,KG,59
10-07-2022,sugar,KG,183
10-07-2022,sugar,KG,191
10-07-2022,sugar,KG,167
10-07-2022,sugar,KG,195
10-07-2022,sugar,KG,146
10-07-2022,sugar,KG,194
10-07-2022,sugar,KG,163
10-07-2022,sugar,KG,109
10-07-2022,sugar,KG,59
10-07-2022,sugar,KG,145
10-07-2022,sugar,KG,173
10-07-2022,sugar,KG,83
10-07-2022,sugar,KG,90
10-07-2022,sugar,KG,54
10-07-2022,sugar,KG,74
10-07-2022,sugar,KG,105
10-07-2022,sugar,KG,61
10-07-2022,sugar,KG,113
10-07-2022,sugar,KG,152
10-07-2022,sugar,KG,100
10-07-2022,sugar,KG,139
10-07-2022,sugar,KG,158
10-07-2022,sugar,KG,119
11-07-2022,sugar,KG,66
11-07-2022,sugar,KG,187
11-07-2022,sugar,KG,179
11-07-2022,sugar,KG,161
11-07-2022,sugar,KG,116
11-07-2022,sugar,KG,50
11-07-2022,sugar,KG,118
11-07-2022,sugar,KG,124
11-07-2022,sugar,KG,169
11-07-2022,sugar,KG,88
11-07-2022,sugar,KG,146
11-07-2022,sugar,KG,198
11-07-2022,sugar,KG,71
11-07-2022,sugar,KG,134
11-07-2022,sugar,KG,157
11-07-2022,sugar,KG,56
11-07-2022,sugar,KG,55
12-07-2022,sugar,KG,89
12-07-2022,sugar,KG,186
12-07-2022,sugar,KG,152
12-07-2022,sugar,KG,76
12-07-2022,sugar,KG,107
12-07-2022,sugar,KG,129
12-07-2022,sugar,KG,64
12-07-2022,sugar,KG,158
12-07-2022,sugar,KG,137
12-07-2022,sugar,KG,129
12-07-2022,sugar,KG,158
12-07-2022,sugar,KG,147
12-07-2022,sugar,KG,189
12-07-2022,sugar,KG,74
12-07-2022,sugar,KG,96
12-07-2022,sugar,KG,65
12-07-2022,sugar,KG,199
12-07-2022,sugar,KG,190
12-07-2022,sugar,KG,190
12-07-2022,sugar,KG,121
12-07-2022,sugar,KG,168
12-07-2022,sugar,KG,73
12-07-2022,sugar,KG,147
12-07-2022,sugar,KG,129
13-07-2022,sugar,KG,186
13-07-2022,sugar,KG,172
13-07-2022,sugar,KG,113
13-07-2022,sugar,KG,145
13-07-2022,sugar,KG,131
13-07-2022,sugar,KG,136
13-07-2022,sugar,KG,71
13-07-2022,sugar,KG,140
13-07-2022,sugar,KG,58
13-07-2022,sugar,KG,61
13-07-2022,sugar,KG,140
13-07-2022,sugar,KG,77
13-07-2022,sugar,KG,191
13-07-2022,sugar,KG,198
13-07-2022,sugar,KG,148
13-07-2022,sugar,KG,160
13-07-2022,sugar,KG,87
13-07-2022,sugar,KG,55
13-07-2022,sugar,KG,177
13-07-2022,sugar,KG,143
13-07-2022,sugar,KG,55
13-07-2022,sugar,KG,69
13-07-2022,sugar,KG,155
13-07-2022,sugar,KG,137
13-07-2022,sugar,KG,143
13-07-2022,sugar,KG,59
13-07-2022,sugar,KG,183
14-07-2022,sugar,KG,76
14-07-2022,sugar,KG,108
14-07-2022,sugar,KG,63
14-07-2022,sugar,KG,153
14-07-2022,sugar,KG,184
14-07-2022,sugar,KG,198
14-07-2022,sugar,KG,112
14-07-2022,sugar,KG,74
14-07-2022,sugar,KG,141
14-07-2022,sugar,KG,98
14-07-2022,sugar,KG,162
14-07-2022,sugar,KG,63
14-07-2022,sugar,KG,74
14-07-2022,sugar,KG,75
14-07-2022,sugar,KG,123
14-07-2022,sugar,KG,180
14-07-2022,sugar,KG,183
14-07-2022,sugar,KG,141
15-07-2022,sugar,KG,136
15-07-2022,sugar,KG,98
15-07-2022,sugar,KG,148
15-07-2022,sugar,KG,78
15-07-2022,sugar,KG,78
15-07-2022,sugar,KG,161
15-07-2022,sugar,KG,195
15-07-2022,sugar,KG,191
15-07-2022,sugar,KG,125
15-07-2022,sugar,KG,170
15-07-2022,sugar,KG,175
15-07-2022,sugar,KG,135
15-07-2022,sugar,KG,127
15-07-2022,sugar,KG,93
15-07-2022,sugar,KG,175
16-07-2022,sugar,KG,193
16-07-2022,sugar,KG,176
16-07-2022,sugar,KG,183
16-07-2022,sugar,KG,178
16-07-2022,sugar,KG,187
16-07-2022,sugar,KG,88
16-07-2022,sugar,KG,123
16-07-2022,sugar,KG,163
16-07-2022,sugar,KG,71
16-07-2022,sugar,KG,117
16-07-2022,sugar,KG,81
16-07-2022,sugar,KG,85
16-07-2022,sugar,KG,85
16-07-2022,sugar,KG,58
16-07-2022,sugar,KG,131
16-07-2022,sugar,KG,66
16-07-2022,sugar,KG,149
16-07-2022,sugar,KG,136
16-07-2022,sugar,KG,86
16-07-2022,sugar,KG,148
16-07-2022,sugar,KG,95
16-07-2022,sugar,KG,67
16-07-2022,sugar,KG,191
17-07-2022,sugar,KG,156
17-07-2022,sugar,KG,132
17-07-2022,sugar,KG,120
17-07-2022,sugar,KG,196
17-07-2022,sugar,KG,173
17-07-2022,sugar,KG,76
17-07-2022,sugar,KG,64
17-07-2022,sugar,KG,186
17-07-2022,sugar,KG,147
17-07-2022,sugar,KG,181
17-07-2022,sugar,KG,190
17-07-2022,sugar,KG,61
17-07-2022,sugar,KG,129
17-07-2022,sugar,KG,169
17-07-2022,sugar,KG,145
17-07-2022,sugar,KG,172
17-07-2022,sugar,KG,166
17-07-2022,sugar,KG,137
17-07-2022,sugar,KG,60
17-07-2022,sugar,KG,138
17-07-2022,sugar,KG,71
17-07-2022,sugar,KG,90
17-07-2022,sugar,KG,162
18-07-2022,sugar,KG,197
18-07-2022,sugar,KG,73
18-07-2022,sugar,KG,170
18-07-2022,sugar,KG,82
18-07-2022,sugar,KG,175
18-07-2022,sugar,KG,112
18-07-2022,sugar,KG,79
18-07-2022,sugar,KG,166
18-07-2022,sugar,KG,82
18-07-2022,sugar,KG,59
18-07-2022,sugar,KG,156
18-07-2022,sugar,KG,66
18-07-2022,sugar,KG,63
18-07-2022,sugar,KG,143
18-07-2022,sugar,KG,143
18-07-2022,sugar,KG,137
19-07-2022,sugar,KG,100
19-07-2022,sugar,KG,60
19-07-2022,sugar,KG,142
19-07-2022,sugar,KG,95
19-07-2022,sugar,KG,99
19-07-2022,sugar,KG,138
19-07-2022,sugar,KG,137
19-07-2022,sugar,KG,73
19-07-2022,sugar,KG,138
19-07-2022,sugar,KG,51
19-07-2022,sugar,KG,73
19-07-2022,sugar,KG,112
19-07-2022,sugar,KG,62
19-07-2022,sugar,KG,155
19-07-2022,sugar,KG,127
19-07-2022,sugar,KG,136
19-07-2022,sugar,KG,157
19-07-2022,sugar,KG,146
19-07-2022,sugar,KG,142
19-07-2022,sugar,KG,69
20-07-2022,sugar,KG,177
20-07-2022,sugar,KG,189
20-07-2022,sugar,KG,185
20-07-2022,sugar,KG,108
20-07-2022,sugar,KG,176
20-07-2022,sugar,KG,129
20-07-2022,sugar,KG,107
20-07-2022,sugar,KG,98
20-07-2022,sugar,KG,69
20-07-2022,sugar,KG,154
20-07-2022,sugar,KG,175
20-07-2022,sugar,KG,143
20-07-2022,sugar,KG,186
20-07-2022,sugar,KG,62
20-07-2022,sugar,KG,175
20-07-2022,sugar,KG,78
20-07-2022,sugar,KG,77
20-07-2022,sugar,KG,156
20-07-2022,sugar,KG,99
20-07-2022,sugar,KG,151
20-07-2022,sugar,KG,146
20-07-2022,sugar,KG,198
20-07-2022,sugar,KG,56
20-07-2022,sugar,KG,135
20-07-2022,sugar,KG,80
20-07-2022,sugar,KG,61
20-07-2022,sugar,KG,58
20-07-2022,sugar,KG,114
21-07-2022,sugar,KG,137
21-07-2022,sugar,KG,176
21-07-2022,sugar,KG,107
21-07-2022,sugar,KG,109
21-07-2022,sugar,KG,129
21-07-2022,sugar,KG,175
21-07-2022,sugar,KG,87
21-07-2022,sugar,KG,114
21-07-2022,sugar,KG,132
21-07-2022,sugar,KG,125
21-07-2022,sugar,KG,191
21-07-2022,sugar,KG,129
21-07-2022,sugar,KG,179
21-07-2022,sugar,KG,143
21-07-2022,sugar,KG,67
21-07-2022,sugar,KG,165
21-07-2022,sugar,KG,194
21-07-2022,sugar,KG,82
21-07-2022,sugar,KG,98
21-07-2022,sugar,KG,102
21-07-2022,sugar,KG,170
21-07-2022,sugar,KG,95
21-07-2022,sugar,KG,192
21-07-2022,sugar,KG,53
21-07-2022,sugar,KG,81
21-07-2022,sugar,KG,149
21-07-2022,sugar,KG,167
21-07-2022,sugar,KG,178
21-07-2022,sugar,KG,80
21-07-2022,sugar,KG,52
21-07-2022,sugar,KG,108
21-07-2022,sugar,KG,189
22-07-2022,sugar,KG,194
22-07-2022,sugar,KG,56
22-07-2022,sugar,KG,170
22-07-2022,sugar,KG,69
22-07-2022,sugar,KG,177
22-07-2022,sugar,KG,176
22-07-2022,sugar,KG,189
22-07-2022,sugar,KG,150
22-07-2022,sugar,KG,98
22-07-2022,sugar,KG,66
22-07-2022,sugar,KG,69
22-07-2022,sugar,KG,106
22-07-2022,sugar,KG,55
22-07-2022,sugar,KG,80
22-07-2022,sugar,KG,126
22-07-2022,sugar,KG,180
22-07-2022,sugar,KG,110
22-07-2022,sugar,KG,147
22-07-2022,sugar,KG,54
22-07-2022,sugar,KG,156
22-07-2022,sugar,KG,184
22-07-2022,sugar,KG,50
22-07-2022,sugar,KG,180
22-07-2022,sugar,KG,168
22-07-2022,sugar,KG,198
22-07-2022,sugar,KG,157
22-07-2022,sugar,KG,115
22-07-2022,sugar,KG,133
22-07-2022,sugar,KG,70
22-07-2022,sugar,KG,171
23-07-2022,sugar,KG,132
23-07-2022,sugar,KG,105
23-07-2022,sugar,KG,59
23-07-2022,sugar,KG,78
23-07-2022,sugar,KG,89
23-07-2022,sugar,KG,128
23-07-2022,sugar,KG,134
23-07-2022,sugar,KG,100
23-07-2022,sugar,KG,58
23-07-2022,sugar,KG,171
23-07-2022,sugar,KG,62
23-07-2022,sugar,KG,182
23-07-2022,sugar,KG,181
23-07-2022,sugar,KG,193
23-07-2022,sugar,KG,82
23-07-2022,sugar,KG,162
23-07-2022,sugar,KG,133
23-07-2022,sugar,KG,62
23-07-2022,sugar,KG,106
23-07-2022,sugar,KG,102
24-07-2022,sugar,KG,118
24-07-2022,sugar,KG,60
24-07-2022,sugar,KG,148
24-07-2022,sugar,KG,174
24-07-2022,sugar,KG,55
24-07-2022,sugar,KG,158
24-07-2022,sugar,KG,171
24-07-2022,sugar,KG,98
24-07-2022,sugar,KG,116
24-07-2022,sugar,KG,138
24-07-2022,sugar,KG,197
24-07-2022,sugar,KG,59
24-07-2022,sugar,KG,176
24-07-2022,sugar,KG,164
24-07-2022,sugar,KG,198
24-07-2022,sugar,KG,135
25-07-2022,sugar,KG,81
25-07-2022,sugar,KG,175
25-07-2022,sugar,KG,112
25-07-2022,sugar,KG,70
25-07-2022,sugar,KG,156
25-07-2022,sugar,KG,86
25-07-2022,sugar,KG,82
25-07-2022,sugar,KG,66
25-07-2022,sugar,KG,125
25-07-2022,sugar,KG,147
25-07-2022,sugar,KG,118
25-07-2022,sugar,KG,172
25-07-2022,sugar,KG,67
25-07-2022,sugar,KG,185
25-07-2022,sugar,KG,167
25-07-2022,sugar,KG,130
26-07-2022,sugar,KG,121
26-07-2022,sugar,KG,116
26-07-2022,sugar,KG,174
26-07-2022,sugar,KG,51
26-07-2022,sugar,KG,161
26-07-2022,sugar,KG,95
26-07-2022,sugar,KG,150
26-07-2022,sugar,KG,66
26-07-2022,sugar,KG,152
26-07-2022,sugar,KG,127
26-07-2022,sugar,KG,166
26-07-2022,sugar,KG,93
26-07-2022,sugar,KG,140
26-07-2022,sugar,KG,187
26-07-2022,sugar,KG,142
26-07-2022,sugar,KG,185
26-07-2022,sugar,KG,82
26-07-2022,sugar,KG,53
26-07-2022,sugar,KG,91
26-07-2022,sugar,KG,126
26-07-2022,sugar,KG,127
26-07-2022,sugar,KG,174
26-07-2022,sugar,KG,109
27-07-2022,sugar,KG,101
27-07-2022,sugar,KG,82
27-07-2022,sugar,KG,120
27-07-2022,sugar,KG,103
