ds,cid,item,y
22-06-2022,5147,Pista,206
23-05-2022,8623,Pista,328
18-03-2022,2083,Pista,264
23-08-2022,1015,Pista,192
06-07-2022,1213,Pista,312
27-04-2022,2722,Pista,320
04-03-2022,942,Pista,273
30-07-2022,3239,Pista,353
06-04-2022,4641,Pista,393
17-07-2022,6295,Pista,180
23-03-2022,8645,Pista,211
10-07-2022,3327,Pista,349
01-09-2022,778,Pista,188
17-09-2022,1619,Pista,348
20-09-2022,3006,Pista,223
19-04-2022,4975,Pista,296
31-05-2022,48385,Pista,377
27-12-2022,108729,Pista,345
30-10-2022,6,Pista,400
19-07-2022,849,Pista,325
09-01-2022,4251,Pista,258
21-10-2022,7099,Pista,184
04-09-2022,45210,Pista,336
05-07-2022,111,Pista,205
15-07-2022,593,Pista,265
21-10-2022,1097,Pista,256
12-04-2022,1265,Pista,269
11-05-2022,1374,Pista,300
17-02-2022,1753,Pista,350
04-08-2022,2081,Pista,242
19-01-2022,2376,Pista,270
22-12-2022,2640,Pista,390
04-12-2022,2746,Pista,377
31-03-2022,2991,Pista,333
25-08-2022,3623,Pista,356
16-06-2022,3996,Pista,376
02-04-2022,292,Pista,325
17-08-2022,1244,Pista,319
21-03-2022,4226,Pista,283
11-12-2022,134853,Pista,244
04-04-2022,737,Pista,181
18-02-2022,1331,Pista,277
18-10-2022,1515,Pista,214
08-11-2022,1667,Pista,264
06-12-2022,1756,Pista,184
29-09-2022,4718,Pista,191
03-02-2022,51662,Pista,302
09-07-2022,109487,Pista,279
07-07-2022,208,Pista,300
04-11-2022,673,Pista,390
14-10-2022,1591,Pista,356
15-07-2022,50,Pista,368
24-01-2022,2550,Pista,199
19-03-2022,3225,Pista,397
10-10-2022,3452,Pista,262
23-12-2022,3867,Pista,376
01-10-2022,648,Pista,368
25-12-2022,3484,Pista,376
22-07-2022,6539,Pista,206
15-04-2022,58559,Pista,350
26-06-2022,153,Pista,258
25-04-2022,555,Pista,272
12-02-2022,1030,Pista,187
25-04-2022,1264,Pista,389
18-08-2022,1608,Pista,208
19-05-2022,2115,Pista,331
28-08-2022,2470,Pista,252
20-07-2022,2987,Pista,192
12-04-2022,589,Pista,218
18-05-2022,1321,Pista,394
04-03-2022,4187,Pista,309
06-03-2022,4527,Pista,208
03-05-2022,3271,Pista,220
13-04-2022,2028,Pista,334
17-07-2022,307,Pista,206
13-10-2022,1136,Pista,217
18-03-2022,1267,Pista,189
09-11-2022,1834,Pista,186
28-10-2022,2161,Pista,204
30-04-2022,2672,Pista,223
21-03-2022,3246,Pista,389
10-04-2022,3863,Pista,287
16-06-2022,4734,Pista,201
24-08-2022,5459,Pista,282
06-12-2022,6195,Pista,315
15-08-2022,6667,Pista,201
12-07-2022,7360,Pista,377
25-04-2022,150,Pista,261
29-04-2022,1016,Pista,387
08-02-2022,1552,Pista,372
12-11-2022,2622,Pista,180
14-01-2022,3326,Pista,395
08-09-2022,3999,Pista,191
19-09-2022,110,Pista,368
23-07-2022,2383,Pista,324
08-03-2022,3578,Pista,379
08-08-2022,919,Pista,394
04-05-2022,592,Pista,199
31-05-2022,2908,Pista,284
10-01-2022,44555,Pista,344
03-04-2022,22,Pista,240
31-08-2022,185,Pista,311
29-04-2022,337,Pista,231
23-07-2022,480,Pista,215
01-09-2022,923,Pista,341
18-12-2022,87,Pista,279
15-10-2022,741,Pista,348
07-08-2022,1213,Pista,378
03-03-2022,2020,Pista,307
17-11-2022,3147,Pista,208
18-03-2022,4973,Pista,199
06-04-2022,6016,Pista,370
03-11-2022,8638,Pista,300
01-12-2022,33794,Pista,310
02-12-2022,52885,Pista,315
11-10-2022,63082,Pista,336
20-12-2022,79132,Pista,188
06-05-2022,94978,Pista,236
11-09-2022,109374,Pista,263
09-06-2022,118696,Pista,334
21-06-2022,139644,Pista,242
09-02-2022,157122,Pista,344
28-04-2022,162578,Pista,326
19-08-2022,168326,Pista,203
06-03-2022,5349,Pista,374
23-08-2022,80586,Pista,346
24-04-2022,1197,Pista,299
10-01-2022,4128,Pista,182
21-03-2022,27646,Pista,362
21-07-2022,72167,Pista,269
05-08-2022,88179,Pista,277
23-10-2022,106542,Pista,396
19-10-2022,1321,Pista,265
21-11-2022,110,Pista,328
10-05-2022,592,Pista,360
11-02-2022,1197,Pista,284
08-11-2022,1374,Pista,275
04-03-2022,2109,Pista,316
04-11-2022,2797,Pista,270
08-12-2022,3412,Pista,253
31-05-2022,3993,Pista,211
20-10-2022,4343,Pista,271
09-11-2022,5047,Pista,185
28-03-2022,5952,Pista,233
09-10-2022,24,Pista,213
30-11-2022,354,Pista,314
12-01-2022,555,Pista,291
07-04-2022,948,Pista,276
18-04-2022,1185,Pista,345
03-06-2022,1247,Pista,189
31-08-2022,1476,Pista,285
14-01-2022,1729,Pista,374
27-05-2022,1957,Pista,257
22-10-2022,2236,Pista,281
08-05-2022,2409,Pista,266
20-03-2022,2917,Pista,185
17-05-2022,3108,Pista,359
27-01-2022,48783,Pista,319
28-08-2022,288,Pista,320
19-10-2022,481,Pista,184
01-08-2022,784,Pista,295
31-07-2022,1120,Pista,348
24-09-2022,1261,Pista,221
16-04-2022,1479,Pista,339
24-02-2022,1687,Pista,285
19-04-2022,1965,Pista,330
09-09-2022,2232,Pista,259
29-01-2022,2462,Pista,382
12-11-2022,2748,Pista,229
01-08-2022,3081,Pista,185
15-04-2022,3448,Pista,333
06-11-2022,3717,Pista,229
11-06-2022,3984,Pista,233
22-08-2022,4498,Pista,229
30-01-2022,4934,Pista,210
29-09-2022,5400,Pista,205
28-08-2022,6203,Pista,267
28-09-2022,6730,Pista,229
16-08-2022,7076,Pista,260
20-08-2022,8404,Pista,355
23-09-2022,1344,Pista,395
10-01-2022,47,Pista,289
21-02-2022,344,Pista,291
08-11-2022,531,Pista,196
20-09-2022,784,Pista,184
29-03-2022,1061,Pista,221
19-12-2022,1282,Pista,297
15-11-2022,1641,Pista,324
08-10-2022,2000,Pista,295
23-11-2022,2145,Pista,230
06-12-2022,2542,Pista,192
18-08-2022,2770,Pista,354
28-10-2022,3039,Pista,390
31-07-2022,3418,Pista,326
09-01-2022,3826,Pista,235
04-02-2022,4084,Pista,329
05-08-2022,4489,Pista,400
01-08-2022,4975,Pista,386
23-12-2022,5507,Pista,235
01-05-2022,6287,Pista,341
08-05-2022,6662,Pista,358
07-02-2022,7345,Pista,333
11-10-2022,8636,Pista,259
16-05-2022,27311,Pista,335
25-10-2022,33794,Pista,381
18-06-2022,42723,Pista,195
08-08-2022,47518,Pista,227
02-05-2022,52730,Pista,350
30-09-2022,56775,Pista,400
25-11-2022,61132,Pista,381
19-03-2022,1,Pista,336
11-01-2022,205,Pista,278
05-01-2022,448,Pista,239
22-08-2022,705,Pista,331
18-10-2022,1097,Pista,331
25-10-2022,1247,Pista,197
14-10-2022,1465,Pista,280
19-09-2022,1944,Pista,298
10-05-2022,2289,Pista,354
17-11-2022,2706,Pista,272
05-06-2022,3173,Pista,185
04-11-2022,3525,Pista,239
18-10-2022,4022,Pista,337
14-05-2022,4378,Pista,323
10-09-2022,134853,Pista,187
03-10-2022,924,Pista,197
17-09-2022,1876,Pista,182
19-02-2022,3033,Pista,209
13-04-2022,5254,Pista,221
02-05-2022,8361,Pista,381
01-06-2022,48516,Pista,203
07-08-2022,68319,Pista,381
15-05-2022,85414,Pista,259
12-08-2022,115713,Pista,344
03-09-2022,10,Pista,284
22-08-2022,500,Pista,275
04-07-2022,968,Pista,363
22-09-2022,1200,Pista,271
25-02-2022,1276,Pista,368
02-07-2022,1580,Pista,285
03-10-2022,2078,Pista,217
01-12-2022,2463,Pista,328
02-05-2022,2803,Pista,206
01-06-2022,3019,Pista,237
18-06-2022,1278,Pista,269
14-11-2022,543,Pista,261
17-08-2022,3751,Pista,307
31-07-2022,86882,Pista,382
13-03-2022,106782,Pista,225
19-06-2022,1544,Pista,260
15-01-2022,1193,Pista,224
14-08-2022,3535,Pista,314
18-02-2022,8984,Pista,376
08-12-2022,81229,Pista,236
09-05-2022,112623,Pista,247
03-02-2022,50,Pista,342
03-12-2022,1199,Pista,228
30-09-2022,2020,Pista,379
24-08-2022,4235,Pista,212
19-09-2022,51255,Pista,189
15-08-2022,260,Pista,285
11-11-2022,593,Pista,297
21-05-2022,165,Pista,296
08-11-2022,364,Pista,206
14-02-2022,587,Pista,363
21-07-2022,805,Pista,364
21-02-2022,1206,Pista,343
28-07-2022,1288,Pista,287
10-12-2022,1500,Pista,248
12-12-2022,1784,Pista,323
23-07-2022,2028,Pista,373
19-08-2022,2355,Pista,212
28-03-2022,2600,Pista,237
28-12-2022,2858,Pista,255
15-04-2022,3198,Pista,317
07-05-2022,3556,Pista,265
16-05-2022,3994,Pista,265
09-11-2022,4367,Pista,216
30-11-2022,5010,Pista,194
30-08-2022,5881,Pista,294
03-07-2022,6796,Pista,310
08-11-2022,8591,Pista,282
18-09-2022,73,Pista,190
10-09-2022,249,Pista,360
11-10-2022,345,Pista,394
01-07-2022,480,Pista,395
14-06-2022,596,Pista,229
27-05-2022,897,Pista,373
11-09-2022,937,Pista,213
16-09-2022,1117,Pista,250
11-12-2022,1230,Pista,263
17-06-2022,1282,Pista,225
27-12-2022,1466,Pista,399
13-12-2022,1674,Pista,294
20-01-2022,1889,Pista,255
11-04-2022,2012,Pista,393
31-01-2022,2150,Pista,305
05-04-2022,2329,Pista,345
28-11-2022,2424,Pista,318
14-05-2022,2671,Pista,321
29-11-2022,2787,Pista,333
23-08-2022,2971,Pista,319
23-10-2022,3125,Pista,211
06-07-2022,3252,Pista,340
02-05-2022,3448,Pista,386
22-04-2022,3623,Pista,288
23-07-2022,3858,Pista,190
06-12-2022,4034,Pista,284
19-09-2022,4308,Pista,322
03-08-2022,4733,Pista,379
29-06-2022,4975,Pista,267
28-06-2022,5327,Pista,383
11-05-2022,5613,Pista,395
23-03-2022,5902,Pista,269
13-06-2022,6333,Pista,325
23-04-2022,6666,Pista,195
01-09-2022,6953,Pista,197
23-12-2022,7162,Pista,390
02-06-2022,7487,Pista,208
30-12-2022,8585,Pista,204
06-06-2022,8964,Pista,389
18-08-2022,46530,Pista,282
16-07-2022,7153,Pista,299
07-06-2022,58,Pista,400
17-07-2022,707,Pista,277
08-01-2022,1105,Pista,346
17-02-2022,1206,Pista,382
14-09-2022,45447,Pista,338
14-05-2022,405,Pista,217
21-11-2022,1485,Pista,310
21-07-2022,2455,Pista,327
03-10-2022,3081,Pista,322
19-01-2022,4682,Pista,201
23-06-2022,7153,Pista,183
30-08-2022,364,Pista,368
15-08-2022,1088,Pista,312
15-08-2022,3101,Pista,274
14-12-2022,6218,Pista,189
23-06-2022,1873,Pista,219
20-05-2022,6753,Pista,262
17-08-2022,235,Pista,317
01-05-2022,912,Pista,209
16-02-2022,1208,Pista,316
10-12-2022,1617,Pista,344
30-09-2022,2070,Pista,276
02-01-2022,2599,Pista,259
01-03-2022,34153,Pista,202
26-07-2022,1722,Pista,368
28-07-2022,3274,Pista,251
30-05-2022,364,Pista,362
05-04-2022,1223,Pista,354
15-08-2022,4027,Pista,332
01-06-2022,7361,Pista,196
26-05-2022,1682,Pista,211
20-08-2022,480,Pista,320
02-04-2022,208,Pista,394
25-12-2022,380,Pista,287
04-03-2022,1862,Pista,289
11-06-2022,648,Pista,275
10-03-2022,1198,Pista,261
31-01-2022,296,Pista,321
30-06-2022,1222,Pista,336
05-08-2022,2028,Pista,266
07-05-2022,3147,Pista,288
11-04-2022,4886,Pista,229
20-04-2022,6378,Pista,335
12-04-2022,33493,Pista,200
09-09-2022,51935,Pista,300
20-04-2022,65682,Pista,357
10-04-2022,81834,Pista,181
08-01-2022,96737,Pista,200
14-02-2022,122900,Pista,389
17-02-2022,480,Pista,382
11-06-2022,4030,Pista,192
22-11-2022,73513,Pista,248
05-02-2022,34,Pista,240
20-08-2022,377,Pista,353
16-12-2022,733,Pista,323
23-12-2022,1210,Pista,283
21-04-2022,1625,Pista,230
21-03-2022,2087,Pista,399
27-11-2022,2997,Pista,264
28-09-2022,4326,Pista,293
17-01-2022,5989,Pista,246
26-03-2022,8665,Pista,286
21-06-2022,49530,Pista,210
31-01-2022,63082,Pista,202
04-11-2022,70175,Pista,225
04-11-2022,50,Pista,238
12-04-2022,858,Pista,181
24-09-2022,1270,Pista,397
01-02-2022,2155,Pista,398
25-06-2022,3298,Pista,373
12-08-2022,3861,Pista,367
27-10-2022,4321,Pista,203
09-11-2022,4974,Pista,256
21-10-2022,1259,Pista,277
12-02-2022,2918,Pista,210
10-06-2022,73017,Pista,204
08-04-2022,1196,Pista,227
16-06-2022,59369,Pista,316
27-07-2022,95,Pista,381
10-12-2022,316,Pista,249
09-02-2022,628,Pista,188
25-09-2022,1198,Pista,189
17-10-2022,1721,Pista,256
12-05-2022,2412,Pista,343
31-01-2022,2948,Pista,188
31-08-2022,3452,Pista,264
30-11-2022,4029,Pista,388
26-12-2022,5015,Pista,294
30-10-2022,4372,Pista,362
08-05-2022,1198,Pista,265
31-07-2022,2628,Pista,300
11-08-2022,33794,Pista,271
08-11-2022,134853,Pista,318
24-12-2022,1196,Pista,233
28-09-2022,2959,Pista,191
14-11-2022,6539,Pista,383
07-08-2022,56367,Pista,235
21-07-2022,2028,Pista,204
05-04-2022,370,Pista,330
21-03-2022,2355,Pista,372
24-03-2022,4993,Pista,303
21-09-2022,8665,Pista,240
28-01-2022,76093,Pista,213
07-01-2022,91077,Pista,391
06-07-2022,102445,Pista,333
17-11-2022,140,Pista,373
31-05-2022,818,Pista,193
15-09-2022,2959,Pista,331
12-12-2022,116797,Pista,192
11-09-2022,592,Pista,180
07-04-2022,1199,Pista,301
28-04-2022,1270,Pista,186
10-07-2022,2000,Pista,288
21-07-2022,2716,Pista,193
06-12-2022,3197,Pista,230
04-12-2022,62594,Pista,303
30-05-2022,260,Pista,390
20-05-2022,608,Pista,250
24-09-2022,1036,Pista,357
28-05-2022,1186,Pista,310
14-05-2022,1231,Pista,236
08-01-2022,1287,Pista,181
01-06-2022,1617,Pista,385
09-11-2022,1961,Pista,357
27-09-2022,34,Pista,334
17-01-2022,204,Pista,387
26-04-2022,318,Pista,214
18-09-2022,442,Pista,400
14-11-2022,597,Pista,206
04-03-2022,3159,Pista,391
17-10-2022,36,Pista,216
20-07-2022,858,Pista,235
14-12-2022,1201,Pista,389
04-05-2022,1299,Pista,378
11-09-2022,2085,Pista,200
12-09-2022,2997,Pista,214
11-10-2022,3977,Pista,376
23-04-2022,5782,Pista,278
22-10-2022,27618,Pista,361
05-11-2022,79132,Pista,188
18-02-2022,5952,Pista,267
05-09-2022,3968,Pista,319
12-03-2022,5449,Pista,359
14-12-2022,8368,Pista,360
25-03-2022,44665,Pista,303
13-07-2022,63082,Pista,382
18-04-2022,96610,Pista,225
24-03-2022,2808,Pista,346
17-03-2022,19,Pista,211
15-06-2022,70,Pista,314
06-07-2022,145,Pista,296
23-05-2022,203,Pista,288
04-03-2022,280,Pista,213
28-02-2022,338,Pista,317
12-11-2022,379,Pista,386
16-09-2022,464,Pista,236
17-08-2022,520,Pista,338
03-09-2022,592,Pista,196
19-04-2022,697,Pista,224
06-04-2022,799,Pista,191
07-10-2022,915,Pista,294
10-07-2022,1066,Pista,311
14-12-2022,1201,Pista,259
03-09-2022,1286,Pista,280
06-10-2022,1385,Pista,256
03-01-2022,1517,Pista,183
01-06-2022,1594,Pista,339
13-03-2022,1658,Pista,251
17-10-2022,1719,Pista,376
02-08-2022,1792,Pista,374
16-04-2022,1902,Pista,228
23-09-2022,2020,Pista,266
27-05-2022,2120,Pista,353
13-10-2022,2232,Pista,272
20-11-2022,2321,Pista,393
31-07-2022,2431,Pista,306
04-09-2022,2561,Pista,226
20-08-2022,2687,Pista,209
27-10-2022,2801,Pista,368
25-05-2022,2906,Pista,213
25-12-2022,3063,Pista,195
17-11-2022,3238,Pista,325
20-04-2022,3317,Pista,305
18-08-2022,3510,Pista,266
15-07-2022,3697,Pista,331
21-04-2022,3798,Pista,296
15-11-2022,3915,Pista,270
13-06-2022,4009,Pista,181
02-03-2022,4052,Pista,264
26-10-2022,4205,Pista,337
27-03-2022,4317,Pista,261
17-07-2022,4638,Pista,376
01-03-2022,4887,Pista,187
06-12-2022,5279,Pista,207
25-05-2022,74,Pista,304
08-07-2022,349,Pista,398
11-01-2022,539,Pista,201
16-04-2022,5992,Pista,331
22-12-2022,342,Pista,357
28-05-2022,608,Pista,207
23-07-2022,1391,Pista,314
10-06-2022,2712,Pista,284
20-01-2022,5778,Pista,251
26-10-2022,7419,Pista,296
27-01-2022,370,Pista,233
01-03-2022,1380,Pista,224
05-04-2022,4034,Pista,251
19-12-2022,33615,Pista,222
02-07-2022,60126,Pista,181
04-11-2022,196,Pista,323
19-10-2022,454,Pista,326
21-04-2022,194,Pista,214
16-12-2022,373,Pista,258
28-08-2022,595,Pista,396
13-08-2022,908,Pista,273
08-04-2022,955,Pista,194
11-11-2022,1084,Pista,385
28-12-2022,1200,Pista,286
30-04-2022,1236,Pista,274
16-06-2022,1272,Pista,387
24-11-2022,1372,Pista,200
10-09-2022,1729,Pista,181
11-01-2022,1963,Pista,307
10-12-2022,2089,Pista,232
12-10-2022,2245,Pista,302
10-01-2022,2391,Pista,184
18-09-2022,2600,Pista,365
25-11-2022,2739,Pista,318
03-04-2022,2946,Pista,234
13-06-2022,3043,Pista,310
05-01-2022,3252,Pista,339
28-02-2022,3421,Pista,243
23-03-2022,3683,Pista,236
17-04-2022,3813,Pista,312
04-12-2022,4086,Pista,387
24-05-2022,5060,Pista,269
16-03-2022,6299,Pista,349
17-12-2022,150,Pista,262
22-11-2022,1136,Pista,270
11-02-2022,1580,Pista,210
07-07-2022,2571,Pista,258
17-04-2022,3996,Pista,257
22-04-2022,5445,Pista,348
27-02-2022,7153,Pista,291
11-04-2022,36529,Pista,192
20-03-2022,51540,Pista,190
28-05-2022,64957,Pista,208
14-06-2022,81834,Pista,384
10-12-2022,97304,Pista,281
15-02-2022,108932,Pista,316
24-12-2022,122924,Pista,250
12-10-2022,111,Pista,183
13-03-2022,866,Pista,273
16-09-2022,1645,Pista,300
23-11-2022,2628,Pista,363
20-12-2022,5872,Pista,347
14-06-2022,292,Pista,281
24-01-2022,588,Pista,386
01-05-2022,2082,Pista,187
22-10-2022,3969,Pista,400
17-04-2022,357,Pista,397
21-01-2022,2888,Pista,327
01-10-2022,5620,Pista,374
25-01-2022,40581,Pista,205
09-11-2022,56949,Pista,265
01-04-2022,84374,Pista,270
31-05-2022,129250,Pista,188
30-07-2022,2125,Pista,351
21-09-2022,47122,Pista,308
10-11-2022,58559,Pista,214
28-01-2022,28,Pista,350
14-08-2022,292,Pista,210
05-07-2022,538,Pista,195
30-06-2022,903,Pista,292
13-12-2022,950,Pista,388
09-10-2022,1176,Pista,282
25-03-2022,1238,Pista,223
11-03-2022,1395,Pista,377
18-03-2022,1885,Pista,298
25-02-2022,2238,Pista,214
05-06-2022,2730,Pista,360
27-05-2022,2940,Pista,198
29-05-2022,3167,Pista,204
24-06-2022,3365,Pista,226
08-04-2022,3618,Pista,275
14-02-2022,3813,Pista,283
29-09-2022,4024,Pista,374
17-05-2022,4349,Pista,356
27-10-2022,4889,Pista,377
21-11-2022,5095,Pista,356
14-03-2022,5418,Pista,379
29-06-2022,5878,Pista,234
14-03-2022,6331,Pista,268
11-03-2022,6783,Pista,285
25-08-2022,1,Pista,234
17-08-2022,316,Pista,252
10-07-2022,595,Pista,341
24-08-2022,1291,Pista,235
03-04-2022,1704,Pista,211
08-08-2022,2273,Pista,298
03-07-2022,2717,Pista,238
10-08-2022,3176,Pista,248
23-12-2022,4016,Pista,336
17-02-2022,5418,Pista,229
17-11-2022,6539,Pista,380
06-07-2022,8874,Pista,232
14-09-2022,41566,Pista,185
19-10-2022,53322,Pista,237
21-09-2022,61323,Pista,340
25-05-2022,69784,Pista,375
06-06-2022,79139,Pista,397
09-04-2022,86190,Pista,269
09-05-2022,90647,Pista,306
01-12-2022,96610,Pista,251
15-07-2022,103335,Pista,209
06-03-2022,110730,Pista,295
23-04-2022,119145,Pista,204
18-07-2022,135133,Pista,307
02-09-2022,159093,Pista,323
01-06-2022,475,Pista,389
18-03-2022,39,Pista,328
07-12-2022,1441,Pista,267
03-03-2022,5308,Pista,340
11-06-2022,81845,Pista,229
03-12-2022,29,Pista,392
18-11-2022,198,Pista,379
19-05-2022,468,Pista,280
15-08-2022,780,Pista,358
06-01-2022,1101,Pista,291
22-11-2022,1258,Pista,388
15-11-2022,1517,Pista,202
05-12-2022,1726,Pista,239
27-02-2022,1970,Pista,385
30-05-2022,2300,Pista,363
20-11-2022,2474,Pista,339
29-05-2022,2706,Pista,345
02-08-2022,3054,Pista,255
09-02-2022,3499,Pista,203
25-08-2022,3788,Pista,257
10-07-2022,4149,Pista,208
07-12-2022,4533,Pista,263
19-06-2022,4973,Pista,317
15-05-2022,5236,Pista,395
05-03-2022,5816,Pista,379
04-06-2022,6266,Pista,282
27-08-2022,6668,Pista,370
22-07-2022,7173,Pista,289
02-01-2022,8371,Pista,294
11-12-2022,26322,Pista,333
24-06-2022,27850,Pista,218
19-11-2022,34292,Pista,227
16-08-2022,43928,Pista,330
06-03-2022,46972,Pista,226
11-10-2022,50541,Pista,367
15-05-2022,52973,Pista,266
17-07-2022,55232,Pista,364
18-01-2022,57421,Pista,187
12-01-2022,60530,Pista,222
21-08-2022,64231,Pista,183
27-07-2022,68237,Pista,335
09-02-2022,70898,Pista,372
17-05-2022,73321,Pista,317
26-03-2022,76751,Pista,323
23-03-2022,80038,Pista,340
29-05-2022,85056,Pista,259
23-02-2022,91048,Pista,312
27-11-2022,96687,Pista,281
29-04-2022,101864,Pista,216
08-07-2022,114001,Pista,183
06-11-2022,128562,Pista,186
21-02-2022,162250,Pista,371
21-07-2022,5618,Pista,354
24-08-2022,63859,Pista,307
05-07-2022,91529,Pista,213
21-07-2022,106918,Pista,289
21-02-2022,134853,Pista,308
28-07-2022,152063,Pista,201
10-12-2022,167036,Pista,377
12-12-2022,2716,Pista,378
23-07-2022,27793,Pista,203
19-08-2022,79091,Pista,395
04-10-2022,2054,Pista,352
17-08-2022,1292,Pista,277
07-10-2022,593,Pista,377
04-12-2022,3147,Pista,317
07-03-2022,5952,Pista,303
07-11-2022,31658,Pista,301
27-06-2022,68358,Pista,251
18-04-2022,79592,Pista,193
02-09-2022,89745,Pista,231
19-05-2022,99149,Pista,341
29-01-2022,4958,Pista,368
08-07-2022,161,Pista,395
11-06-2022,1101,Pista,244
28-11-2022,1747,Pista,382
15-06-2022,2411,Pista,305
27-09-2022,3578,Pista,198
26-05-2022,1080,Pista,180
15-03-2022,8360,Pista,352
23-09-2022,105844,Pista,312
01-04-2022,1206,Pista,383
18-02-2022,44191,Pista,318
03-11-2022,361,Pista,377
28-05-2022,1393,Pista,352
03-08-2022,3105,Pista,379
27-06-2022,6378,Pista,316
30-10-2022,588,Pista,301
24-09-2022,1485,Pista,232
13-10-2022,2617,Pista,252
10-03-2022,3408,Pista,212
21-10-2022,5693,Pista,398
07-12-2022,30816,Pista,324
22-07-2022,64839,Pista,374
15-10-2022,3300,Pista,230
19-03-2022,5378,Pista,370
19-05-2022,6595,Pista,360
21-03-2022,26492,Pista,258
30-03-2022,45447,Pista,183
01-12-2022,53464,Pista,329
08-04-2022,60074,Pista,267
04-05-2022,67197,Pista,214
28-06-2022,74789,Pista,276
13-01-2022,83480,Pista,270
20-07-2022,593,Pista,255
04-04-2022,2028,Pista,229
14-06-2022,6377,Pista,396
19-11-2022,296,Pista,393
18-10-2022,58559,Pista,302
01-08-2022,434,Pista,225
29-09-2022,208,Pista,201
24-06-2022,383,Pista,251
22-11-2022,587,Pista,371
23-02-2022,260,Pista,356
24-08-2022,2329,Pista,349
08-09-2022,58559,Pista,281
27-08-2022,195,Pista,296
03-07-2022,590,Pista,357
06-07-2022,1199,Pista,228
10-01-2022,6987,Pista,344
16-04-2022,160,Pista,322
27-09-2022,724,Pista,391
18-04-2022,1341,Pista,256
03-11-2022,1748,Pista,217
22-04-2022,2026,Pista,221
10-10-2022,2571,Pista,357
20-03-2022,3484,Pista,311
11-12-2022,3911,Pista,343
18-05-2022,3034,Pista,200
07-07-2022,110,Pista,306
04-06-2022,266,Pista,223
11-10-2022,364,Pista,203
08-01-2022,539,Pista,368
05-07-2022,1265,Pista,350
08-06-2022,4025,Pista,287
10-07-2022,902,Pista,190
26-05-2022,10,Pista,348
19-10-2022,344,Pista,326
05-03-2022,733,Pista,379
06-09-2022,1136,Pista,310
21-06-2022,1380,Pista,301
03-02-2022,2020,Pista,241
15-08-2022,2762,Pista,321
27-07-2022,3996,Pista,190
23-10-2022,5418,Pista,221
04-01-2022,8528,Pista,244
17-08-2022,47044,Pista,188
28-12-2022,96610,Pista,382
25-10-2022,923,Pista,350
17-09-2022,1653,Pista,400
21-04-2022,2826,Pista,221
04-11-2022,4902,Pista,213
25-09-2022,6768,Pista,198
23-11-2022,8873,Pista,369
23-12-2022,42418,Pista,297
29-07-2022,52975,Pista,400
15-04-2022,788,Pista,207
17-10-2022,590,Pista,238
30-04-2022,1206,Pista,224
27-07-2022,2571,Pista,399
23-02-2022,4262,Pista,353
30-09-2022,356,Pista,198
11-02-2022,4018,Pista,216
06-11-2022,6539,Pista,379
14-11-2022,54286,Pista,307
04-04-2022,89745,Pista,188
10-06-2022,110,Pista,373
05-05-2022,446,Pista,384
08-01-2022,912,Pista,299
27-01-2022,1214,Pista,218
23-12-2022,1459,Pista,182
14-08-2022,1783,Pista,311
03-05-2022,2311,Pista,192
11-01-2022,2916,Pista,248
13-06-2022,3316,Pista,367
17-09-2022,3704,Pista,227
23-10-2022,4159,Pista,300
05-02-2022,4638,Pista,370
22-07-2022,596,Pista,387
28-07-2022,4016,Pista,360
02-01-2022,78499,Pista,217
04-05-2022,101,Pista,236
02-12-2022,1305,Pista,259
21-06-2022,3949,Pista,327
13-06-2022,7068,Pista,273
23-08-2022,26163,Pista,206
13-12-2022,86320,Pista,376
25-02-2022,50,Pista,308
21-01-2022,203,Pista,202
13-07-2022,305,Pista,358
21-06-2022,448,Pista,246
03-03-2022,534,Pista,195
19-05-2022,605,Pista,195
25-06-2022,830,Pista,252
04-11-2022,910,Pista,378
29-07-2022,969,Pista,202
06-05-2022,1080,Pista,377
28-07-2022,1172,Pista,379
21-07-2022,1208,Pista,383
01-05-2022,1248,Pista,370
18-04-2022,1285,Pista,265
19-03-2022,1365,Pista,294
13-10-2022,1468,Pista,350
18-03-2022,1596,Pista,246
09-11-2022,1673,Pista,248
28-10-2022,1810,Pista,272
30-04-2022,1923,Pista,290
21-03-2022,2009,Pista,327
10-04-2022,2085,Pista,266
16-06-2022,2146,Pista,245
24-08-2022,2284,Pista,256
06-12-2022,2363,Pista,392
15-08-2022,2492,Pista,319
12-07-2022,2554,Pista,195
25-04-2022,2694,Pista,227
29-04-2022,2795,Pista,367
08-02-2022,2946,Pista,277
12-11-2022,3079,Pista,250
14-01-2022,3252,Pista,289
08-09-2022,3418,Pista,346
19-09-2022,3590,Pista,300
23-07-2022,3859,Pista,204
08-03-2022,4151,Pista,206
08-08-2022,4419,Pista,349
04-05-2022,4888,Pista,286
31-05-2022,5505,Pista,378
10-01-2022,6183,Pista,299
03-04-2022,8622,Pista,341
31-08-2022,110,Pista,356
29-04-2022,410,Pista,392
23-07-2022,111,Pista,377
01-09-2022,590,Pista,377
18-12-2022,1030,Pista,182
15-10-2022,1270,Pista,225
07-08-2022,1542,Pista,376
03-03-2022,1931,Pista,181
17-11-2022,2140,Pista,385
18-03-2022,2391,Pista,291
06-04-2022,2642,Pista,217
03-11-2022,2912,Pista,389
01-12-2022,3210,Pista,364
02-12-2022,3649,Pista,325
11-10-2022,4043,Pista,304
20-12-2022,1584,Pista,235
