ds,CId,Item,Quantity,y
31-05-2014 00:00,3826,Rice,KG,142
31-05-2014 00:00,79695,Rice,KG,168
31-05-2014 00:00,743,Rice,KG,89
31-05-2014 00:00,83349,Rice,KG,175
01-06-2014 00:00,34048,Rice,KG,124
01-06-2014 00:00,541,Rice,KG,171
02-06-2014 00:00,4326,Rice,KG,171
02-06-2014 00:00,1921,Rice,KG,92
02-06-2014 00:00,48877,Rice,KG,151
02-06-2014 00:00,53996,Rice,KG,99
02-06-2014 00:00,110,Rice,KG,123
03-06-2014 00:00,70336,Rice,KG,105
03-06-2014 00:00,4995,Rice,KG,118
03-06-2014 00:00,114662,Rice,KG,176
04-06-2014 00:00,1641,Rice,KG,166
05-06-2014 00:00,2881,Rice,KG,178
06-06-2014 00:00,78467,Rice,KG,103
07-06-2014 00:00,90430,Rice,KG,165
07-06-2014 00:00,4018,Rice,KG,95
08-06-2014 00:00,737,Rice,KG,142
09-06-2014 00:00,2858,Rice,KG,172
10-06-2014 00:00,86548,Rice,KG,148
10-06-2014 00:00,7254,Rice,KG,143
11-06-2014 00:00,5630,Rice,KG,168
11-06-2014 00:00,1220,Rice,KG,139
11-06-2014 00:00,4443,Rice,KG,84
12-06-2014 00:00,37380,Rice,KG,99
14-06-2014 00:00,111759,Rice,KG,159
20-06-2014 00:00,786,Rice,KG,135
20-06-2014 00:00,802,Rice,KG,96
21-06-2014 00:00,53123,Rice,KG,70
21-06-2014 00:00,2922,Rice,KG,100
22-06-2014 00:00,71156,Rice,KG,160
22-06-2014 00:00,67508,Rice,KG,137
23-06-2014 00:00,122,Rice,KG,79
23-06-2014 00:00,4638,Rice,KG,154
24-06-2014 00:00,3483,Rice,KG,147
27-06-2014 00:00,3980,Rice,KG,97
27-06-2014 00:00,55363,Rice,KG,131
28-06-2014 00:00,6809,Rice,KG,118
29-06-2014 00:00,6218,Rice,KG,146
30-06-2014 00:00,1772,Rice,KG,167
30-06-2014 00:00,2617,Rice,KG,102
02-07-2014 00:00,1305,Rice,KG,150
02-07-2014 00:00,1459,Rice,KG,83
03-07-2014 00:00,84601,Rice,KG,130
05-07-2014 00:00,1653,Rice,KG,159
05-07-2014 00:00,2951,Rice,KG,99
06-07-2014 00:00,10,Rice,KG,128
09-07-2014 00:00,86880,Rice,KG,179
12-07-2014 00:00,4011,Rice,KG,172
13-07-2014 00:00,2109,Rice,KG,115
13-07-2014 00:00,733,Rice,KG,95
13-07-2014 00:00,3440,Rice,KG,113
14-07-2014 00:00,6537,Rice,KG,134
15-07-2014 00:00,82202,Rice,KG,171
16-07-2014 00:00,50912,Rice,KG,128
16-07-2014 00:00,2231,Rice,KG,166
18-07-2014 00:00,1702,Rice,KG,133
18-07-2014 00:00,136020,Rice,KG,152
19-07-2014 00:00,1752,Rice,KG,144
19-07-2014 00:00,100714,Rice,KG,72
20-07-2014 00:00,12,Rice,KG,140
21-07-2014 00:00,71379,Rice,KG,110
21-07-2014 00:00,8644,Rice,KG,146
22-07-2014 00:00,103980,Rice,KG,86
23-07-2014 00:00,1302,Rice,KG,143
23-07-2014 00:00,924,Rice,KG,97
26-07-2014 00:00,6482,Rice,KG,81
27-07-2014 00:00,4448,Rice,KG,96
27-07-2014 00:00,2454,Rice,KG,126
27-07-2014 00:00,69306,Rice,KG,168
27-07-2014 00:00,6652,Rice,KG,79
27-07-2014 00:00,33162,Rice,KG,103
27-07-2014 00:00,63082,Rice,KG,180
28-07-2014 00:00,72386,Rice,KG,97
29-07-2014 00:00,2424,Rice,KG,86
30-07-2014 00:00,1228,Rice,KG,110
01-08-2014 00:00,2805,Rice,KG,90
01-08-2014 00:00,34532,Rice,KG,90
02-08-2014 00:00,4105,Rice,KG,154
02-08-2014 00:00,6996,Rice,KG,91
04-08-2014 00:00,5900,Rice,KG,140
05-08-2014 00:00,475,Rice,KG,178
08-08-2014 00:00,880,Rice,KG,92
09-08-2014 00:00,153,Rice,KG,113
10-08-2014 00:00,193,Rice,KG,118
10-08-2014 00:00,2006,Rice,KG,127
10-08-2014 00:00,2808,Rice,KG,169
11-08-2014 00:00,49272,Rice,KG,77
11-08-2014 00:00,29,Rice,KG,122
12-08-2014 00:00,7,Rice,KG,76
14-08-2014 00:00,1320,Rice,KG,124
14-08-2014 00:00,2605,Rice,KG,101
14-08-2014 00:00,849,Rice,KG,92
17-08-2014 00:00,4396,Rice,KG,118
18-08-2014 00:00,1488,Rice,KG,76
21-08-2014 00:00,6586,Rice,KG,177
21-08-2014 00:00,89774,Rice,KG,165
22-08-2014 00:00,30825,Rice,KG,81
22-08-2014 00:00,1407,Rice,KG,152
23-08-2014 00:00,45186,Rice,KG,93
23-08-2014 00:00,40491,Rice,KG,109
28-08-2014 00:00,2890,Rice,KG,145
31-08-2014 00:00,5219,Rice,KG,82
01-09-2014 00:00,30812,Rice,KG,128
01-09-2014 00:00,1303,Rice,KG,139
02-09-2014 00:00,115149,Rice,KG,111
03-09-2014 00:00,1357,Rice,KG,134
03-09-2014 00:00,1799,Rice,KG,174
04-09-2014 00:00,2542,Rice,KG,80
04-09-2014 00:00,3247,Rice,KG,75
04-09-2014 00:00,7573,Rice,KG,112
04-09-2014 00:00,85510,Rice,KG,177
05-09-2014 00:00,163953,Rice,KG,72
06-09-2014 00:00,7153,Rice,KG,132
07-09-2014 00:00,1704,Rice,KG,155
09-09-2014 00:00,4776,Rice,KG,164
10-09-2014 00:00,70984,Rice,KG,124
11-09-2014 00:00,5267,Rice,KG,169
11-09-2014 00:00,2420,Rice,KG,169
12-09-2014 00:00,51412,Rice,KG,142
13-09-2014 00:00,1639,Rice,KG,158
13-09-2014 00:00,48385,Rice,KG,120
15-09-2014 00:00,5507,Rice,KG,107
16-09-2014 00:00,82242,Rice,KG,152
16-09-2014 00:00,6550,Rice,KG,88
17-09-2014 00:00,2188,Rice,KG,175
18-09-2014 00:00,6990,Rice,KG,136
19-09-2014 00:00,8873,Rice,KG,88
19-09-2014 00:00,68159,Rice,KG,122
20-09-2014 00:00,3481,Rice,KG,118
20-09-2014 00:00,86882,Rice,KG,104
20-09-2014 00:00,3273,Rice,KG,174
21-09-2014 00:00,87522,Rice,KG,161
21-09-2014 00:00,27831,Rice,KG,172
21-09-2014 00:00,1059,Rice,KG,164
21-09-2014 00:00,208,Rice,KG,125
23-09-2014 00:00,7022,Rice,KG,116
24-09-2014 00:00,6250,Rice,KG,107
25-09-2014 00:00,3953,Rice,KG,88
25-09-2014 00:00,1438,Rice,KG,102
26-09-2014 00:00,4378,Rice,KG,99
29-09-2014 00:00,8810,Rice,KG,87
29-09-2014 00:00,5481,Rice,KG,170
29-09-2014 00:00,4270,Rice,KG,117
30-09-2014 00:00,1721,Rice,KG,124
01-10-2014 00:00,1227,Rice,KG,175
02-10-2014 00:00,1589,Rice,KG,82
04-10-2014 00:00,899,Rice,KG,180
06-10-2014 00:00,829,Rice,KG,115
07-10-2014 00:00,1681,Rice,KG,158
07-10-2014 00:00,37729,Rice,KG,87
08-10-2014 00:00,2700,Rice,KG,150
10-10-2014 00:00,4329,Rice,KG,76
11-10-2014 00:00,4239,Rice,KG,102
12-10-2014 00:00,858,Rice,KG,103
13-10-2014 00:00,1212,Rice,KG,125
13-10-2014 00:00,15,Rice,KG,97
14-10-2014 00:00,78574,Rice,KG,155
14-10-2014 00:00,96079,Rice,KG,74
14-10-2014 00:00,8948,Rice,KG,98
18-10-2014 00:00,2918,Rice,KG,166
19-10-2014 00:00,8132,Rice,KG,79
19-10-2014 00:00,8368,Rice,KG,120
19-10-2014 00:00,64839,Rice,KG,125
20-10-2014 00:00,23,Rice,KG,112
20-10-2014 00:00,81817,Rice,KG,128
22-10-2014 00:00,3005,Rice,KG,114
22-10-2014 00:00,5945,Rice,KG,144
23-10-2014 00:00,1580,Rice,KG,111
23-10-2014 00:00,88744,Rice,KG,178
24-10-2014 00:00,51935,Rice,KG,98
25-10-2014 00:00,1801,Rice,KG,70
25-10-2014 00:00,781,Rice,KG,72
26-10-2014 00:00,4388,Rice,KG,121
26-10-2014 00:00,51540,Rice,KG,77
26-10-2014 00:00,46965,Rice,KG,85
27-10-2014 00:00,3,Rice,KG,110
30-10-2014 00:00,6753,Rice,KG,112
30-10-2014 00:00,30707,Rice,KG,119
30-10-2014 00:00,4025,Rice,KG,155
31-10-2014 00:00,1200,Rice,KG,141
31-10-2014 00:00,2840,Rice,KG,81
01-11-2014 00:00,4034,Rice,KG,118
01-11-2014 00:00,196,Rice,KG,104
03-11-2014 00:00,3681,Rice,KG,98
03-11-2014 00:00,1393,Rice,KG,177
05-11-2014 00:00,85056,Rice,KG,102
05-11-2014 00:00,1425,Rice,KG,162
05-11-2014 00:00,2827,Rice,KG,117
07-11-2014 00:00,349,Rice,KG,111
08-11-2014 00:00,68347,Rice,KG,164
08-11-2014 00:00,59118,Rice,KG,163
08-11-2014 00:00,86898,Rice,KG,136
09-11-2014 00:00,434,Rice,KG,73
09-11-2014 00:00,101525,Rice,KG,72
10-11-2014 00:00,3250,Rice,KG,110
10-11-2014 00:00,53000,Rice,KG,131
11-11-2014 00:00,56775,Rice,KG,98
11-11-2014 00:00,4369,Rice,KG,79
12-11-2014 00:00,305,Rice,KG,146
12-11-2014 00:00,290,Rice,KG,122
14-11-2014 00:00,457,Rice,KG,105
15-11-2014 00:00,34162,Rice,KG,109
17-11-2014 00:00,88140,Rice,KG,105
17-11-2014 00:00,53519,Rice,KG,170
18-11-2014 00:00,80398,Rice,KG,118
18-11-2014 00:00,260,Rice,KG,79
18-11-2014 00:00,94777,Rice,KG,113
18-11-2014 00:00,48997,Rice,KG,143
20-11-2014 00:00,71129,Rice,KG,152
20-11-2014 00:00,7445,Rice,KG,151
20-11-2014 00:00,38061,Rice,KG,162
20-11-2014 00:00,6187,Rice,KG,125
21-11-2014 00:00,8521,Rice,KG,88
22-11-2014 00:00,49649,Rice,KG,83
22-11-2014 00:00,1216,Rice,KG,108
22-11-2014 00:00,1431,Rice,KG,125
23-11-2014 00:00,1208,Rice,KG,91
23-11-2014 00:00,62434,Rice,KG,100
24-11-2014 00:00,90522,Rice,KG,110
27-11-2014 00:00,64957,Rice,KG,73
28-11-2014 00:00,5382,Rice,KG,131
29-11-2014 00:00,2028,Rice,KG,155
30-11-2014 00:00,2949,Rice,KG,133
30-11-2014 00:00,49278,Rice,KG,103
30-11-2014 00:00,2539,Rice,KG,146
30-11-2014 00:00,58559,Rice,KG,84
01-12-2014 00:00,89629,Rice,KG,94
02-12-2014 00:00,3176,Rice,KG,119
03-12-2014 00:00,74944,Rice,KG,121
09-12-2014 00:00,45880,Rice,KG,178
10-12-2014 00:00,3197,Rice,KG,105
10-12-2014 00:00,78041,Rice,KG,73
11-12-2014 00:00,5378,Rice,KG,106
12-12-2014 00:00,1213,Rice,KG,88
12-12-2014 00:00,82854,Rice,KG,161
13-12-2014 00:00,2490,Rice,KG,153
14-12-2014 00:00,2648,Rice,KG,101
14-12-2014 00:00,91542,Rice,KG,75
16-12-2014 00:00,8972,Rice,KG,149
17-12-2014 00:00,92186,Rice,KG,109
17-12-2014 00:00,111781,Rice,KG,134
18-12-2014 00:00,49530,Rice,KG,72
18-12-2014 00:00,6957,Rice,KG,124
18-12-2014 00:00,7569,Rice,KG,153
19-12-2014 00:00,2644,Rice,KG,105
21-12-2014 00:00,6552,Rice,KG,79
23-12-2014 00:00,8596,Rice,KG,113
25-12-2014 00:00,2530,Rice,KG,96
25-12-2014 00:00,170,Rice,KG,130
30-12-2014 00:00,111362,Rice,KG,164
07-06-2014 00:00,1088,Rice,KG,136
30-09-2014 00:00,2642,Rice,KG,135
12-10-2014 00:00,3617,Rice,KG,76
01-12-2014 00:00,277,Rice,KG,92
11-12-2014 00:00,3173,Rice,KG,144
01-01-2014 00:00,733,Rice,KG,85
04-01-2014 00:00,3250,Rice,KG,130
05-01-2014 00:00,1518,Rice,KG,103
06-01-2014 00:00,1192,Rice,KG,155
10-01-2014 00:00,1885,Rice,KG,91
14-01-2014 00:00,319,Rice,KG,136
18-01-2014 00:00,2611,Rice,KG,80
22-01-2014 00:00,766,Rice,KG,82
23-01-2014 00:00,164,Rice,KG,117
23-01-2014 00:00,176,Rice,KG,100
27-01-2014 00:00,2025,Rice,KG,108
29-01-2014 00:00,1841,Rice,KG,163
30-01-2014 00:00,353,Rice,KG,137
30-01-2014 00:00,1464,Rice,KG,157
03-02-2014 00:00,280,Rice,KG,131
04-02-2014 00:00,3020,Rice,KG,134
05-02-2014 00:00,994,Rice,KG,80
06-02-2014 00:00,303,Rice,KG,75
10-02-2014 00:00,1357,Rice,KG,148
11-02-2014 00:00,2959,Rice,KG,157
11-02-2014 00:00,367,Rice,KG,136
17-02-2014 00:00,912,Rice,KG,77
22-02-2014 00:00,1233,Rice,KG,77
24-02-2014 00:00,708,Rice,KG,149
27-02-2014 00:00,3845,Rice,KG,147
02-03-2014 00:00,1059,Rice,KG,135
03-03-2014 00:00,1682,Rice,KG,159
04-03-2014 00:00,1047,Rice,KG,118
18-03-2014 00:00,296,Rice,KG,123
20-03-2014 00:00,2540,Rice,KG,149
27-03-2014 00:00,1358,Rice,KG,89
29-03-2014 00:00,1573,Rice,KG,144
04-04-2014 00:00,272,Rice,KG,86
17-04-2014 00:00,16,Rice,KG,167
19-04-2014 00:00,3763,Rice,KG,135
27-04-2014 00:00,3764,Rice,KG,177
29-04-2014 00:00,3114,Rice,KG,118
30-04-2014 00:00,41,Rice,KG,168
08-05-2014 00:00,1354,Rice,KG,84
15-05-2014 00:00,3810,Rice,KG,125
16-05-2014 00:00,6,Rice,KG,72
17-05-2014 00:00,2396,Rice,KG,143
18-05-2014 00:00,474,Rice,KG,165
25-05-2014 00:00,50,Rice,KG,101
26-05-2014 00:00,2357,Rice,KG,97
28-05-2014 00:00,1883,Rice,KG,151
29-05-2014 00:00,45,Rice,KG,166
07-06-2014 00:00,300,Rice,KG,114
08-06-2014 00:00,2690,Rice,KG,74
08-06-2014 00:00,3060,Rice,KG,102
08-06-2014 00:00,2333,Rice,KG,80
09-06-2014 00:00,1689,Rice,KG,83
15-06-2014 00:00,2155,Rice,KG,151
17-06-2014 00:00,2598,Rice,KG,87
19-06-2014 00:00,490,Rice,KG,156
22-06-2014 00:00,3099,Rice,KG,82
02-07-2014 00:00,1485,Rice,KG,73
07-07-2014 00:00,471,Rice,KG,126
12-07-2014 00:00,3834,Rice,KG,78
12-07-2014 00:00,1619,Rice,KG,103
12-07-2014 00:00,2268,Rice,KG,98
13-07-2014 00:00,1671,Rice,KG,156
20-07-2014 00:00,3267,Rice,KG,164
26-07-2014 00:00,2165,Rice,KG,172
29-07-2014 00:00,2686,Rice,KG,159
30-07-2014 00:00,2723,Rice,KG,148
30-07-2014 00:00,3176,Rice,KG,124
31-07-2014 00:00,1356,Rice,KG,99
31-07-2014 00:00,1508,Rice,KG,80
08-08-2014 00:00,1701,Rice,KG,91
11-08-2014 00:00,246,Rice,KG,127
11-08-2014 00:00,3802,Rice,KG,117
14-08-2014 00:00,3264,Rice,KG,102
17-08-2014 00:00,253,Rice,KG,100
23-08-2014 00:00,26,Rice,KG,106
27-08-2014 00:00,2889,Rice,KG,109
28-08-2014 00:00,1213,Rice,KG,145
01-09-2014 00:00,3614,Rice,KG,156
06-09-2014 00:00,1339,Rice,KG,109
08-09-2014 00:00,1449,Rice,KG,144
12-09-2014 00:00,799,Rice,KG,177
20-09-2014 00:00,1788,Rice,KG,176
02-10-2014 00:00,2692,Rice,KG,102
11-10-2014 00:00,553,Rice,KG,150
16-10-2014 00:00,3078,Rice,KG,131
18-10-2014 00:00,428,Rice,KG,78
22-10-2014 00:00,2912,Rice,KG,78
26-10-2014 00:00,3246,Rice,KG,87
05-11-2014 00:00,3158,Rice,KG,150
07-11-2014 00:00,527,Rice,KG,144
07-11-2014 00:00,2353,Rice,KG,172
15-11-2014 00:00,2542,Rice,KG,96
18-11-2014 00:00,1408,Rice,KG,176
23-11-2014 00:00,1351,Rice,KG,72
23-11-2014 00:00,265,Rice,KG,179
27-11-2014 00:00,3163,Rice,KG,168
03-12-2014 00:00,1191,Rice,KG,90
05-12-2014 00:00,2836,Rice,KG,100
08-12-2014 00:00,468,Rice,KG,170
11-12-2014 00:00,2427,Rice,KG,120
12-12-2014 00:00,3755,Rice,KG,179
13-12-2014 00:00,1777,Rice,KG,117
13-12-2014 00:00,1215,Rice,KG,148
19-12-2014 00:00,2718,Rice,KG,118
19-12-2014 00:00,1584,Rice,KG,122
20-12-2014 00:00,778,Rice,KG,145
20-12-2014 00:00,1694,Rice,KG,170
25-12-2014 00:00,322,Rice,KG,180
25-12-2014 00:00,608,Rice,KG,176
29-12-2014 00:00,3789,Rice,KG,123
16-02-2014 00:00,2968,Rice,KG,115
03-03-2014 00:00,2002,Rice,KG,122
03-04-2014 00:00,2641,Rice,KG,96
02-07-2014 00:00,230,Rice,KG,170
03-10-2014 00:00,3072,Rice,KG,72
02-03-2014 00:00,1073,Rice,KG,128
12-03-2014 00:00,605,Rice,KG,154
22-03-2014 00:00,104,Rice,KG,114
09-05-2014 00:00,260,Rice,KG,168
11-05-2014 00:00,1445,Rice,KG,123
28-06-2014 00:00,661,Rice,KG,93
08-07-2014 00:00,830,Rice,KG,102
28-08-2014 00:00,711,Rice,KG,125
30-09-2014 00:00,837,Rice,KG,103
22-10-2014 00:00,107,Rice,KG,85
23-10-2014 00:00,818,Rice,KG,109
19-11-2014 00:00,761,Rice,KG,155
03-01-2014 00:00,7254,Rice,KG,155
06-01-2014 00:00,3984,Rice,KG,126
14-01-2014 00:00,2948,Rice,KG,171
22-02-2014 00:00,43396,Rice,KG,145
18-03-2014 00:00,2991,Rice,KG,117
06-04-2014 00:00,4678,Rice,KG,145
19-06-2014 00:00,6539,Rice,KG,95
13-09-2014 00:00,4085,Rice,KG,112
28-10-2014 00:00,8360,Rice,KG,127
28-10-2014 00:00,1198,Rice,KG,122
08-11-2014 00:00,1717,Rice,KG,166
10-02-2014 00:00,783,Rice,KG,146
02-04-2014 00:00,1185,Rice,KG,132
26-02-2014 00:00,2959,Rice,KG,99
15-09-2014 00:00,296,Rice,KG,88
14-06-2014 00:00,3844,Rice,KG,171
16-08-2014 00:00,1298,Rice,KG,114
06-09-2014 00:00,1243,Rice,KG,136
06-10-2014 00:00,46578,Rice,KG,107
22-11-2014 00:00,69757,Rice,KG,91
07-12-2014 00:00,2565,Rice,KG,154
18-02-2014 00:00,33,Rice,KG,78
11-07-2014 00:00,2011,Rice,KG,94
30-09-2014 00:00,2739,Rice,KG,163
02-01-2014 00:00,58972,Rice,KG,116
11-01-2014 00:00,51255,Rice,KG,175
22-01-2014 00:00,64983,Rice,KG,169
25-01-2014 00:00,69784,Rice,KG,78
05-02-2014 00:00,59784,Rice,KG,75
10-02-2014 00:00,60514,Rice,KG,109
10-02-2014 00:00,88163,Rice,KG,154
11-02-2014 00:00,45208,Rice,KG,103
13-02-2014 00:00,81512,Rice,KG,70
20-02-2014 00:00,68358,Rice,KG,117
04-03-2014 00:00,72733,Rice,KG,126
05-03-2014 00:00,8907,Rice,KG,154
08-03-2014 00:00,2006,Rice,KG,132
21-03-2014 00:00,43917,Rice,KG,153
28-03-2014 00:00,78088,Rice,KG,168
04-04-2014 00:00,45517,Rice,KG,136
13-04-2014 00:00,57669,Rice,KG,102
15-04-2014 00:00,33679,Rice,KG,161
18-04-2014 00:00,45431,Rice,KG,119
20-04-2014 00:00,84944,Rice,KG,155
21-04-2014 00:00,595,Rice,KG,174
25-04-2014 00:00,81229,Rice,KG,160
28-04-2014 00:00,79132,Rice,KG,147
03-05-2014 00:00,63859,Rice,KG,120
09-05-2014 00:00,588,Rice,KG,106
18-05-2014 00:00,33830,Rice,KG,107
22-05-2014 00:00,55768,Rice,KG,90
24-05-2014 00:00,82202,Rice,KG,118
26-05-2014 00:00,5952,Rice,KG,110
28-05-2014 00:00,58998,Rice,KG,137
06-06-2014 00:00,2571,Rice,KG,125
09-06-2014 00:00,919,Rice,KG,73
19-06-2014 00:00,318,Rice,KG,158
26-06-2014 00:00,75395,Rice,KG,122
26-06-2014 00:00,45672,Rice,KG,92
27-06-2014 00:00,89305,Rice,KG,148
28-06-2014 00:00,52973,Rice,KG,127
29-06-2014 00:00,2918,Rice,KG,132
02-07-2014 00:00,1,Rice,KG,70
07-07-2014 00:00,79185,Rice,KG,146
15-07-2014 00:00,45499,Rice,KG,108
15-07-2014 00:00,60069,Rice,KG,177
16-07-2014 00:00,31422,Rice,KG,131
26-07-2014 00:00,89492,Rice,KG,107
30-07-2014 00:00,500,Rice,KG,174
03-08-2014 00:00,80615,Rice,KG,108
04-08-2014 00:00,79702,Rice,KG,173
05-08-2014 00:00,60074,Rice,KG,179
14-08-2014 00:00,87483,Rice,KG,76
17-08-2014 00:00,54648,Rice,KG,155
18-08-2014 00:00,77206,Rice,KG,140
20-08-2014 00:00,87430,Rice,KG,144
29-08-2014 00:00,32031,Rice,KG,101
30-08-2014 00:00,88744,Rice,KG,163
02-09-2014 00:00,4306,Rice,KG,134
04-09-2014 00:00,1682,Rice,KG,95
04-09-2014 00:00,52287,Rice,KG,147
08-09-2014 00:00,63082,Rice,KG,145
12-09-2014 00:00,5444,Rice,KG,160
27-09-2014 00:00,55999,Rice,KG,109
05-10-2014 00:00,42009,Rice,KG,132
14-10-2014 00:00,50872,Rice,KG,83
16-10-2014 00:00,48414,Rice,KG,126
17-10-2014 00:00,5218,Rice,KG,148
21-10-2014 00:00,79463,Rice,KG,160
27-10-2014 00:00,59900,Rice,KG,130
27-10-2014 00:00,42734,Rice,KG,127
27-10-2014 00:00,31878,Rice,KG,101
01-11-2014 00:00,87222,Rice,KG,166
02-11-2014 00:00,81537,Rice,KG,148
02-11-2014 00:00,53460,Rice,KG,144
14-11-2014 00:00,364,Rice,KG,160
15-11-2014 00:00,52975,Rice,KG,157
21-11-2014 00:00,49530,Rice,KG,122
01-12-2014 00:00,71462,Rice,KG,132
10-12-2014 00:00,52694,Rice,KG,165
17-12-2014 00:00,34332,Rice,KG,110
20-12-2014 00:00,78105,Rice,KG,72
01-01-2022 00:00,162606,Rice,KG,93
12-01-2022 00:00,103141,Rice,KG,176
12-01-2022 00:00,114762,Rice,KG,125
29-01-2022 00:00,90439,Rice,KG,136
05-02-2022 00:00,166528,Rice,KG,132
07-02-2022 00:00,97913,Rice,KG,157
09-02-2022 00:00,111443,Rice,KG,147
09-02-2022 00:00,116161,Rice,KG,94
11-02-2022 00:00,99112,Rice,KG,99
20-02-2022 00:00,111113,Rice,KG,133
01-03-2022 00:00,103655,Rice,KG,116
06-03-2022 00:00,90249,Rice,KG,127
10-03-2022 00:00,122890,Rice,KG,98
18-03-2022 00:00,160438,Rice,KG,92
18-03-2022 00:00,102123,Rice,KG,102
17-04-2022 00:00,106487,Rice,KG,135
22-04-2022 00:00,167370,Rice,KG,151
25-04-2022 00:00,160718,Rice,KG,143
28-04-2022 00:00,117529,Rice,KG,98
06-05-2022 00:00,113604,Rice,KG,128
13-05-2022 00:00,106072,Rice,KG,162
15-05-2022 00:00,99149,Rice,KG,111
24-05-2022 00:00,111362,Rice,KG,75
10-06-2022 00:00,95543,Rice,KG,79
19-06-2022 00:00,128512,Rice,KG,158
19-06-2022 00:00,122892,Rice,KG,180
26-06-2022 00:00,160569,Rice,KG,76
10-07-2022 00:00,119155,Rice,KG,111
12-07-2022 00:00,91529,Rice,KG,138
13-07-2022 00:00,102903,Rice,KG,176
17-07-2022 00:00,104841,Rice,KG,117
20-07-2022 00:00,99145,Rice,KG,100
03-08-2022 00:00,122924,Rice,KG,76
18-08-2022 00:00,103253,Rice,KG,178
20-08-2022 00:00,95167,Rice,KG,110
22-08-2022 00:00,103042,Rice,KG,100
13-09-2022 00:00,113348,Rice,KG,136
17-09-2022 00:00,103249,Rice,KG,77
23-09-2022 00:00,91077,Rice,KG,98
03-10-2022 00:00,134368,Rice,KG,167
10-10-2022 00:00,94325,Rice,KG,109
11-10-2022 00:00,157296,Rice,KG,132
15-10-2022 00:00,103339,Rice,KG,167
16-10-2022 00:00,113378,Rice,KG,159
19-10-2022 00:00,160271,Rice,KG,100
19-10-2022 00:00,136864,Rice,KG,159
27-10-2022 00:00,112183,Rice,KG,153
03-11-2022 00:00,111759,Rice,KG,127
16-11-2022 00:00,93740,Rice,KG,135
24-11-2022 00:00,106918,Rice,KG,78
27-11-2022 00:00,137857,Rice,KG,156
06-12-2022 00:00,156609,Rice,KG,120
20-12-2022 00:00,112175,Rice,KG,82
19-01-2022 00:00,4041,Rice,KG,112
09-02-2022 00:00,110,Rice,KG,70
14-02-2022 00:00,2571,Rice,KG,126
23-02-2022 00:00,4308,Rice,KG,104
26-02-2022 00:00,3755,Rice,KG,92
01-03-2022 00:00,377,Rice,KG,114
12-03-2022 00:00,1246,Rice,KG,113
21-03-2022 00:00,1358,Rice,KG,177
06-04-2022 00:00,380,Rice,KG,140
16-04-2022 00:00,1097,Rice,KG,178
02-05-2022 00:00,1573,Rice,KG,128
13-05-2022 00:00,2987,Rice,KG,120
16-05-2022 00:00,1235,Rice,KG,131
17-05-2022 00:00,661,Rice,KG,119
18-05-2022 00:00,5418,Rice,KG,113
06-06-2022 00:00,1196,Rice,KG,146
06-06-2022 00:00,58559,Rice,KG,85
14-06-2022 00:00,1387,Rice,KG,105
23-06-2022 00:00,1284,Rice,KG,158
12-07-2022 00:00,912,Rice,KG,99
29-07-2022 00:00,1961,Rice,KG,151
30-07-2022 00:00,5349,Rice,KG,75
31-07-2022 00:00,1923,Rice,KG,148
31-07-2022 00:00,2194,Rice,KG,175
08-08-2022 00:00,4878,Rice,KG,78
21-08-2022 00:00,33794,Rice,KG,165
28-08-2022 00:00,1240,Rice,KG,124
06-09-2022 00:00,965,Rice,KG,138
12-09-2022 00:00,1213,Rice,KG,151
21-09-2022 00:00,969,Rice,KG,74
24-09-2022 00:00,2617,Rice,KG,83
07-10-2022 00:00,608,Rice,KG,146
11-10-2022 00:00,904,Rice,KG,99
14-10-2022 00:00,1270,Rice,KG,79
18-10-2022 00:00,7361,Rice,KG,114
29-10-2022 00:00,2302,Rice,KG,137
31-10-2022 00:00,3624,Rice,KG,80
09-11-2022 00:00,3578,Rice,KG,144
21-11-2022 00:00,908,Rice,KG,160
21-11-2022 00:00,587,Rice,KG,76
29-11-2022 00:00,1408,Rice,KG,162
01-12-2022 00:00,1,Rice,KG,112
08-12-2022 00:00,3471,Rice,KG,106
18-12-2022 00:00,353,Rice,KG,76
07-01-2022 00:00,81834,Rice,KG,119
08-01-2022 00:00,1198,Rice,KG,91
22-01-2022 00:00,166528,Rice,KG,165
15-02-2022 00:00,91630,Rice,KG,70
30-03-2022 00:00,6365,Rice,KG,75
11-05-2022 00:00,3623,Rice,KG,114
22-05-2022 00:00,88125,Rice,KG,108
16-06-2022 00:00,168252,Rice,KG,128
08-07-2022 00:00,152081,Rice,KG,97
01-08-2022 00:00,166643,Rice,KG,176
06-08-2022 00:00,168250,Rice,KG,92
12-08-2022 00:00,59315,Rice,KG,153
23-08-2022 00:00,4993,Rice,KG,175
03-10-2022 00:00,2762,Rice,KG,142
08-10-2022 00:00,53972,Rice,KG,126
13-10-2022 00:00,69844,Rice,KG,158
13-10-2022 00:00,5816,Rice,KG,104
02-11-2022 00:00,2571,Rice,KG,81
18-11-2022 00:00,122904,Rice,KG,170
27-11-2022 00:00,122920,Rice,KG,170
27-11-2022 00:00,858,Rice,KG,110
01-12-2022 00:00,110,Rice,KG,148
02-01-2022 00:00,2137,Rice,KG,119
05-01-2022 00:00,1096,Rice,KG,92
07-01-2022 00:00,2762,Rice,KG,169
12-01-2022 00:00,6539,Rice,KG,130
14-01-2022 00:00,595,Rice,KG,96
17-01-2022 00:00,5872,Rice,KG,79
